Y,λ_ets_min,λ_ets_Q1,λ_ets_mean,λ_ets_Q3,λ_ets_max,λ_product_min,λ_product_Q1,λ_product_mean,λ_product_Q3,λ_product_max,BF-BOF_b_min,BF-BOF_b_Q1,BF-BOF_b_mean,BF-BOF_b_Q3,BF-BOF_b_max,BF-BOF_cap,BF-BOF_g_min,BF-BOF_g_Q1,BF-BOF_g_mean,BF-BOF_g_Q3,BF-BOF_g_max,BF-BOF_bank_min,BF-BOF_bank_Q1,BF-BOF_bank_mean,BF-BOF_bank_Q3,BF-BOF_bank_max,BF-BOF_netto_emiss_min,BF-BOF_netto_emiss_Q1,BF-BOF_netto_emiss_mean,BF-BOF_netto_emiss_Q3,BF-BOF_netto_emiss_max,BF-BlendH2-BOF_b_min,BF-BlendH2-BOF_b_Q1,BF-BlendH2-BOF_b_mean,BF-BlendH2-BOF_b_Q3,BF-BlendH2-BOF_b_max,BF-BlendH2-BOF_cap,BF-BlendH2-BOF_g_min,BF-BlendH2-BOF_g_Q1,BF-BlendH2-BOF_g_mean,BF-BlendH2-BOF_g_Q3,BF-BlendH2-BOF_g_max,BF-BlendH2-BOF_bank_min,BF-BlendH2-BOF_bank_Q1,BF-BlendH2-BOF_bank_mean,BF-BlendH2-BOF_bank_Q3,BF-BlendH2-BOF_bank_max,BF-BlendH2-BOF_netto_emiss_min,BF-BlendH2-BOF_netto_emiss_Q1,BF-BlendH2-BOF_netto_emiss_mean,BF-BlendH2-BOF_netto_emiss_Q3,BF-BlendH2-BOF_netto_emiss_max,HDRI-EAF_b_min,HDRI-EAF_b_Q1,HDRI-EAF_b_mean,HDRI-EAF_b_Q3,HDRI-EAF_b_max,HDRI-EAF_cap,HDRI-EAF_g_min,HDRI-EAF_g_Q1,HDRI-EAF_g_mean,HDRI-EAF_g_Q3,HDRI-EAF_g_max,HDRI-EAF_bank_min,HDRI-EAF_bank_Q1,HDRI-EAF_bank_mean,HDRI-EAF_bank_Q3,HDRI-EAF_bank_max,HDRI-EAF_netto_emiss_min,HDRI-EAF_netto_emiss_Q1,HDRI-EAF_netto_emiss_mean,HDRI-EAF_netto_emiss_Q3,HDRI-EAF_netto_emiss_max,BF-BlendNG-BOF_b_min,BF-BlendNG-BOF_b_Q1,BF-BlendNG-BOF_b_mean,BF-BlendNG-BOF_b_Q3,BF-BlendNG-BOF_b_max,BF-BlendNG-BOF_cap,BF-BlendNG-BOF_g_min,BF-BlendNG-BOF_g_Q1,BF-BlendNG-BOF_g_mean,BF-BlendNG-BOF_g_Q3,BF-BlendNG-BOF_g_max,BF-BlendNG-BOF_bank_min,BF-BlendNG-BOF_bank_Q1,BF-BlendNG-BOF_bank_mean,BF-BlendNG-BOF_bank_Q3,BF-BlendNG-BOF_bank_max,BF-BlendNG-BOF_netto_emiss_min,BF-BlendNG-BOF_netto_emiss_Q1,BF-BlendNG-BOF_netto_emiss_mean,BF-BlendNG-BOF_netto_emiss_Q3,BF-BlendNG-BOF_netto_emiss_max,fringe_b_min,fringe_b_Q1,fringe_b_mean,fringe_b_Q3,fringe_b_max,fringe_g_min,fringe_g_Q1,fringe_g_mean,fringe_g_Q3,fringe_g_max,fringe_bank_min,fringe_bank_Q1,fringe_bank_mean,fringe_bank_Q3,fringe_bank_max,fringe_netto_emiss_min,fringe_netto_emiss_Q1,fringe_netto_emiss_mean,fringe_netto_emiss_Q3,fringe_netto_emiss_max
2024,26.4034,56.994924999999995,84.2387,114.63865,236.4579,214.471,271.065,321.46875,378.00722499999995,578.3608,0.0,177.247725,198.95794999999998,200.43557499999997,211.5514,0.0,0.0,95.776525,106.9837,107.00595000000001,107.0317,0.0,0.030024999999999996,1.11975,2.506425,13.6315,0.0,177.18652500000002,197.9199,197.96099999999998,198.0086,0.0,0.0,0.4635,5.007475,19.3722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4635,5.007475,19.3722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4635,5.007475,19.3722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4635,5.007475,19.3722,0.0,0.0,0.0,0.0,0.0,0.0,0.9335,5.1452,37.442375,175.3744,0.0,0.0,0.0,0.0,11.180625000000001,107.0009,0.0,0.000725,1.065,5.1744,19.475,0.0,0.0,0.0,18.325049999999997,175.3744,1127.2952,1172.3671749999999,1181.6280000000002,1185.11665,1210.628,0.0,0.0,0.0,0.0,0.0,145.8736,181.938675,204.7009,218.14465,222.704,923.8005,951.27585,975.1432500000001,1007.498075,1064.7531
2025,28.2727,61.029900000000005,91.1716,122.63072500000001,253.0099,221.2512,281.8622,337.62744999999995,395.69932500000004,609.3057,-2.4188,46.161874999999995,197.64045,198.6159,200.6119,0.0,0.0,26.297125,107.59805,108.328625,112.678,0.0,0.0,0.0,7.500000000000001e-5,0.0007,0.0,48.649725,199.05645,200.40795,208.4544,-7.8954,-4.72935,-0.4635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7642,0.0,0.0,0.0,0.0,0.0,-7.8954,-4.72935,-0.4635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7642,0.0,0.0,0.0,0.0,0.0,-7.8934,-4.735175,-0.4686,116.04775000000001,179.2188,0.0,0.0,0.0,0.0,78.7062,111.0457,0.0,0.0,0.0,0.0,14.844,0.0,0.0,0.0,128.99947500000002,182.0039,411.759,421.507625,434.73260000000005,444.074225,1074.1399,0.0,0.0,0.0,0.0,0.0,352.0469,614.352725,624.0916,652.0328,668.0601,0.0,0.0,0.0,0.0,933.6225
2026,30.2726,65.27765,99.25335,131.22592500000002,270.7206,228.3281,293.087225,355.98995,413.65902500000004,642.226,-0.0002,0.0,197.319,198.557325,207.9246,0.0,0.0,0.0,106.65895,107.328325,112.3917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.319,198.55734999999999,207.9246,-7.3305,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4337,0.0,0.0,0.0,0.0,0.0,-7.3305,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4337,0.0,0.0,0.0,0.0,0.0,-7.355,0.0,0.0,175.36509999999998,186.5332,0.0,0.0,0.0,0.0,106.995175,116.9741,0.0,0.0,0.0,0.0,7.489,0.0,0.0,0.0,175.36509999999998,191.7206,303.3109,320.163925,327.3861,333.314775,1008.8391,0.0,0.0,0.0,0.0,0.0,467.0502,937.1771,954.6840500000001,978.2468,1001.6643,0.0,0.0,0.0,0.0,893.8358
2027,32.4142,69.8467,108.05355,140.413525,289.6711,235.7348,304.9856,375.68425,432.62145000000004,677.2561,0.0,0.0,197.014,198.26909999999998,204.5091,0.0,0.0,0.0,106.49405,107.17250000000001,110.5455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.014,198.26909999999998,204.5092,-6.8203,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6135,0.0,0.0,0.0,0.0,0.0,-6.8203,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6135,0.0,0.0,0.0,0.0,0.0,-6.8468,0.0,-0.0,175.25635,177.8833,0.0,0.0,0.0,0.0,106.92885,108.5316,0.0,0.0,0.0,0.0,0.6422,0.0,0.0,0.0,175.25635,177.8833,176.9321,213.617075,218.72535,225.21462499999998,949.7188,0.0,0.0,0.0,0.0,0.0,563.8521,1161.53735,1172.9704000000002,1187.502375,1253.8525,0.0,0.0,0.0,0.0,852.9169
2028,34.7075,74.736475,117.0815,150.242625,309.948,243.4924,317.548,395.8976,452.782025,714.5397,-0.0,0.0,193.4146,197.88632500000003,206.479,0.0,0.0,0.0,104.5484,106.9656,111.6103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.4146,197.88632500000003,206.479,-0.6135,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6135,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6422,0.0,-0.0,175.335925,185.1535,0.0,0.0,0.0,0.0,106.977425,112.9674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.335925,185.1535,78.6372,104.20955000000001,109.56225,112.428375,888.01,0.0,0.0,0.0,0.0,0.0,641.4063,1266.043275,1284.5958,1295.192675,1381.5106,0.0,0.0,0.0,0.0,810.4558
2029,37.1631,79.9684,125.25725,160.759775,331.6444,251.6206,330.81392500000004,414.67539999999997,474.15060000000005,754.2307,-0.0,0.0,170.87369999999999,198.2589,287.7112,0.0,0.0,0.0,92.12084999999999,107.16697500000001,155.5196,0.0,0.0,0.0,0.0,0.9003,0.0,0.0,170.42355,198.2589,287.7112,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.34980000000002,186.4152,0.0,0.0,0.0,0.0,106.98585,113.7372,0.0,0.0,0.0,0.0,8.4531,0.0,0.0,0.0,175.34980000000002,186.4152,-70.1414,-13.441500000000001,-8.9181,-4.7373,823.2363,0.0,0.0,0.0,0.0,0.0,697.5544,1261.4165749999997,1279.43775,1284.1678,1359.1981,0.0,0.0,0.0,0.0,767.0882
2030,39.7923,85.5661,134.02275,172.013075,354.8595,260.1419,344.826725,434.25735,496.80832499999997,796.4935,0.0,0.0,85.88775000000001,197.89555000000001,205.1771,0.0,0.0,0.0,43.96825,106.97052500000001,110.9065,-0.0,0.0,0.0,0.0,9.9932,0.0,0.0,81.3413,197.89555000000001,205.1771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,69.62115,175.37837500000003,366.5673,0.0,0.0,0.0,42.4778,107.011525,223.653,0.0,0.0,0.0,0.0,0.0175,0.0,0.0,69.62115,175.392,366.5673,-239.8186,-130.84342500000002,-126.9784,-121.61865,788.364,0.0,0.0,0.0,0.0,0.0,766.3455,1144.399075,1151.1201,1153.856425,1178.4278,0.0,0.0,0.0,0.0,719.5729
2031,42.5691,91.55545,143.4214,184.054075,379.6996,269.0012,359.63689999999997,454.3369,520.841175,841.5041,-9.9932,0.0,0.0,197.696575,232.4239,0.0,0.0,0.0,0.0,106.86297499999999,125.6345,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.696575,232.4239,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,175.16965,175.45600000000002,213.1565,0.0,0.0,0.0,106.8759,107.05069999999999,130.0528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.16965,175.45600000000002,213.1565,-324.9181,-254.71205,-252.1206,-247.06654999999998,738.2879,0.0,0.0,0.0,0.0,0.0,834.2419,885.7125250000001,898.20625,900.064775,997.2763,0.0,0.0,0.0,0.0,670.3916
2032,45.4957,97.9644,153.46915,196.93787500000002,406.2786,278.2572,375.298975,475.10625,546.341475,889.4506,-0.0,0.0,0.0,197.731675,242.0216,0.0,0.0,0.0,0.0,106.882,130.8225,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.731675,242.0216,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.3482,175.6678,196.8617,0.0,0.0,0.0,106.98485,107.17984999999999,120.1109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.3482,175.6678,196.8617,-434.4255,-383.428925,-382.61075,-377.801575,666.4928,0.0,0.0,0.0,0.0,0.0,443.0972,512.04905,515.9085,517.225975,879.6286,0.0,0.0,0.0,0.0,621.1061
2033,48.6705,104.82185,164.21575,210.723525,434.7182,287.9896,391.86635,497.2007,573.40745,940.5343,-0.0,0.0,0.0,197.627575,200.9713,0.0,0.0,0.0,0.0,106.82575,108.6331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.627575,200.9713,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,175.32229999999998,175.984775,237.9876,0.0,0.0,0.0,106.96905,107.2099,145.203,-0.0,0.0,0.0,0.0,2.0972,0.0,0.0,175.32229999999998,175.71695,237.9876,-621.7753,-516.8735999999999,-515.6681,-509.729,603.4423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912.3028,0.0,0.0,0.0,0.0,570.7681
