Y,λ_ets_min,λ_ets_Q1,λ_ets_mean,λ_ets_Q3,λ_ets_max,λ_product_min,λ_product_Q1,λ_product_mean,λ_product_Q3,λ_product_max,BF-BOF_b_min,BF-BOF_b_Q1,BF-BOF_b_mean,BF-BOF_b_Q3,BF-BOF_b_max,BF-BOF_cap,BF-BOF_g_min,BF-BOF_g_Q1,BF-BOF_g_mean,BF-BOF_g_Q3,BF-BOF_g_max,BF-BOF_cumprofit_min,BF-BOF_cumprofit_Q1,BF-BOF_cumprofit_mean,BF-BOF_cumprofit_Q3,BF-BOF_cumprofit_max,BF-BOF_π_min,BF-BOF_π_Q1,BF-BOF_π_mean,BF-BOF_π_Q3,BF-BOF_π_max,BF-BOF_cost_min,BF-BOF_cost_Q1,BF-BOF_cost_mean,BF-BOF_cost_Q3,BF-BOF_cost_max,BF-BOF_bank_min,BF-BOF_bank_Q1,BF-BOF_bank_mean,BF-BOF_bank_Q3,BF-BOF_bank_max,BF-BOF_netto_emiss_min,BF-BOF_netto_emiss_Q1,BF-BOF_netto_emiss_mean,BF-BOF_netto_emiss_Q3,BF-BOF_netto_emiss_max,BF-BOF_capacity,BF-BOF-CC_b_min,BF-BOF-CC_b_Q1,BF-BOF-CC_b_mean,BF-BOF-CC_b_Q3,BF-BOF-CC_b_max,BF-BOF-CC_cap,BF-BOF-CC_g_min,BF-BOF-CC_g_Q1,BF-BOF-CC_g_mean,BF-BOF-CC_g_Q3,BF-BOF-CC_g_max,BF-BOF-CC_cumprofit_min,BF-BOF-CC_cumprofit_Q1,BF-BOF-CC_cumprofit_mean,BF-BOF-CC_cumprofit_Q3,BF-BOF-CC_cumprofit_max,BF-BOF-CC_π_min,BF-BOF-CC_π_Q1,BF-BOF-CC_π_mean,BF-BOF-CC_π_Q3,BF-BOF-CC_π_max,BF-BOF-CC_cost_min,BF-BOF-CC_cost_Q1,BF-BOF-CC_cost_mean,BF-BOF-CC_cost_Q3,BF-BOF-CC_cost_max,BF-BOF-CC_bank_min,BF-BOF-CC_bank_Q1,BF-BOF-CC_bank_mean,BF-BOF-CC_bank_Q3,BF-BOF-CC_bank_max,BF-BOF-CC_netto_emiss_min,BF-BOF-CC_netto_emiss_Q1,BF-BOF-CC_netto_emiss_mean,BF-BOF-CC_netto_emiss_Q3,BF-BOF-CC_netto_emiss_max,BF-BOF-CC_capacity,HDRI-EAF_b_min,HDRI-EAF_b_Q1,HDRI-EAF_b_mean,HDRI-EAF_b_Q3,HDRI-EAF_b_max,HDRI-EAF_cap,HDRI-EAF_g_min,HDRI-EAF_g_Q1,HDRI-EAF_g_mean,HDRI-EAF_g_Q3,HDRI-EAF_g_max,HDRI-EAF_cumprofit_min,HDRI-EAF_cumprofit_Q1,HDRI-EAF_cumprofit_mean,HDRI-EAF_cumprofit_Q3,HDRI-EAF_cumprofit_max,HDRI-EAF_π_min,HDRI-EAF_π_Q1,HDRI-EAF_π_mean,HDRI-EAF_π_Q3,HDRI-EAF_π_max,HDRI-EAF_cost_min,HDRI-EAF_cost_Q1,HDRI-EAF_cost_mean,HDRI-EAF_cost_Q3,HDRI-EAF_cost_max,HDRI-EAF_bank_min,HDRI-EAF_bank_Q1,HDRI-EAF_bank_mean,HDRI-EAF_bank_Q3,HDRI-EAF_bank_max,HDRI-EAF_netto_emiss_min,HDRI-EAF_netto_emiss_Q1,HDRI-EAF_netto_emiss_mean,HDRI-EAF_netto_emiss_Q3,HDRI-EAF_netto_emiss_max,HDRI-EAF_capacity,trader_b_min,trader_b_Q1,trader_b_mean,trader_b_Q3,trader_b_max,trader_g_min,trader_g_Q1,trader_g_mean,trader_g_Q3,trader_g_max,trader_π_min,trader_π_Q1,trader_π_mean,trader_π_Q3,trader_π_max,trader_bank_min,trader_bank_Q1,trader_bank_mean,trader_bank_Q3,trader_bank_max,trader_netto_emiss_min,trader_netto_emiss_Q1,trader_netto_emiss_mean,trader_netto_emiss_Q3,trader_netto_emiss_max,trader_cumprofit_min,trader_cumprofit_Q1,trader_cumprofit_mean,trader_cumprofit_Q3,trader_cumprofit_max,BF-BlendNG-BOF_b_min,BF-BlendNG-BOF_b_Q1,BF-BlendNG-BOF_b_mean,BF-BlendNG-BOF_b_Q3,BF-BlendNG-BOF_b_max,BF-BlendNG-BOF_cap,BF-BlendNG-BOF_g_min,BF-BlendNG-BOF_g_Q1,BF-BlendNG-BOF_g_mean,BF-BlendNG-BOF_g_Q3,BF-BlendNG-BOF_g_max,BF-BlendNG-BOF_cumprofit_min,BF-BlendNG-BOF_cumprofit_Q1,BF-BlendNG-BOF_cumprofit_mean,BF-BlendNG-BOF_cumprofit_Q3,BF-BlendNG-BOF_cumprofit_max,BF-BlendNG-BOF_π_min,BF-BlendNG-BOF_π_Q1,BF-BlendNG-BOF_π_mean,BF-BlendNG-BOF_π_Q3,BF-BlendNG-BOF_π_max,BF-BlendNG-BOF_cost_min,BF-BlendNG-BOF_cost_Q1,BF-BlendNG-BOF_cost_mean,BF-BlendNG-BOF_cost_Q3,BF-BlendNG-BOF_cost_max,BF-BlendNG-BOF_bank_min,BF-BlendNG-BOF_bank_Q1,BF-BlendNG-BOF_bank_mean,BF-BlendNG-BOF_bank_Q3,BF-BlendNG-BOF_bank_max,BF-BlendNG-BOF_netto_emiss_min,BF-BlendNG-BOF_netto_emiss_Q1,BF-BlendNG-BOF_netto_emiss_mean,BF-BlendNG-BOF_netto_emiss_Q3,BF-BlendNG-BOF_netto_emiss_max,BF-BlendNG-BOF_capacity,NG-DRI-CC_b_min,NG-DRI-CC_b_Q1,NG-DRI-CC_b_mean,NG-DRI-CC_b_Q3,NG-DRI-CC_b_max,NG-DRI-CC_cap,NG-DRI-CC_g_min,NG-DRI-CC_g_Q1,NG-DRI-CC_g_mean,NG-DRI-CC_g_Q3,NG-DRI-CC_g_max,NG-DRI-CC_cumprofit_min,NG-DRI-CC_cumprofit_Q1,NG-DRI-CC_cumprofit_mean,NG-DRI-CC_cumprofit_Q3,NG-DRI-CC_cumprofit_max,NG-DRI-CC_π_min,NG-DRI-CC_π_Q1,NG-DRI-CC_π_mean,NG-DRI-CC_π_Q3,NG-DRI-CC_π_max,NG-DRI-CC_cost_min,NG-DRI-CC_cost_Q1,NG-DRI-CC_cost_mean,NG-DRI-CC_cost_Q3,NG-DRI-CC_cost_max,NG-DRI-CC_bank_min,NG-DRI-CC_bank_Q1,NG-DRI-CC_bank_mean,NG-DRI-CC_bank_Q3,NG-DRI-CC_bank_max,NG-DRI-CC_netto_emiss_min,NG-DRI-CC_netto_emiss_Q1,NG-DRI-CC_netto_emiss_mean,NG-DRI-CC_netto_emiss_Q3,NG-DRI-CC_netto_emiss_max,NG-DRI-CC_capacity,NGDRI-EAF_b_min,NGDRI-EAF_b_Q1,NGDRI-EAF_b_mean,NGDRI-EAF_b_Q3,NGDRI-EAF_b_max,NGDRI-EAF_cap,NGDRI-EAF_g_min,NGDRI-EAF_g_Q1,NGDRI-EAF_g_mean,NGDRI-EAF_g_Q3,NGDRI-EAF_g_max,NGDRI-EAF_cumprofit_min,NGDRI-EAF_cumprofit_Q1,NGDRI-EAF_cumprofit_mean,NGDRI-EAF_cumprofit_Q3,NGDRI-EAF_cumprofit_max,NGDRI-EAF_π_min,NGDRI-EAF_π_Q1,NGDRI-EAF_π_mean,NGDRI-EAF_π_Q3,NGDRI-EAF_π_max,NGDRI-EAF_cost_min,NGDRI-EAF_cost_Q1,NGDRI-EAF_cost_mean,NGDRI-EAF_cost_Q3,NGDRI-EAF_cost_max,NGDRI-EAF_bank_min,NGDRI-EAF_bank_Q1,NGDRI-EAF_bank_mean,NGDRI-EAF_bank_Q3,NGDRI-EAF_bank_max,NGDRI-EAF_netto_emiss_min,NGDRI-EAF_netto_emiss_Q1,NGDRI-EAF_netto_emiss_mean,NGDRI-EAF_netto_emiss_Q3,NGDRI-EAF_netto_emiss_max,NGDRI-EAF_capacity,fringe_b_min,fringe_b_Q1,fringe_b_mean,fringe_b_Q3,fringe_b_max,fringe_e_min,fringe_e_Q1,fringe_e_mean,fringe_e_Q3,fringe_e_max,fringe_g_min,fringe_g_Q1,fringe_g_mean,fringe_g_Q3,fringe_g_max,fringe_π_min,fringe_π_Q1,fringe_π_mean,fringe_π_Q3,fringe_π_max,fringe_cost_min,fringe_cost_Q1,fringe_cost_mean,fringe_cost_Q3,fringe_cost_max,fringe_π_MAC_min,fringe_π_MAC_Q1,fringe_π_MAC_mean,fringe_π_MAC_Q3,fringe_π_MAC_max,fringe_bank_min,fringe_bank_Q1,fringe_bank_mean,fringe_bank_Q3,fringe_bank_max,fringe_netto_emiss_min,fringe_netto_emiss_Q1,fringe_netto_emiss_mean,fringe_netto_emiss_Q3,fringe_netto_emiss_max
2024,84.0187,84.0187,84.0187,84.0187,84.0187,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-136.2595,-136.2595,-136.2595,-136.2595,-136.2595,0.0,0.0,0.0,0.0,0.0,-10699.3872,-10699.3872,-10699.3872,-10699.3872,-10699.3872,975.4771,975.4771,975.4771,975.4771,975.4771,0.0,0.0,0.0,0.0,0.0,-10699.3872,-10699.3872,-10699.3872,-10699.3872,-10699.3872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522.0107,1522.0107,1522.0107,1522.0107,1522.0107,1522.0107,1522.0107,1522.0107,1522.0107,1522.0107,0.0,0.0,0.0,0.0,0.0,17368.7945,17368.7945,17368.7945,17368.7945,17368.7945,17368.7945,17368.7945,17368.7945,17368.7945,17368.7945,17368.7945,17368.7945,17368.7945,17368.7945,17368.7945,0.0,0.0,0.0,0.0,0.0,1522.0107,1522.0107,1522.0107,1522.0107,1522.0107
2025,90.7954,90.7954,90.7954,90.7954,90.7954,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0311,171.0311,171.0311,171.0311,171.0311,0.0,0.0,0.0,0.0,0.0,13563.4822,13563.4822,13563.4822,13563.4822,13563.4822,1146.5082,1146.5082,1146.5082,1146.5082,1146.5082,0.0,0.0,0.0,0.0,0.0,2864.095,2864.095,2864.095,2864.095,2864.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1488.9543,1488.9543,1488.9543,1488.9543,1488.9543,1488.9543,1488.9543,1488.9543,1488.9543,1488.9543,0.0,0.0,0.0,0.0,0.0,18763.2398,18763.2398,18763.2398,18763.2398,18763.2398,18763.2398,18763.2398,18763.2398,18763.2398,18763.2398,18763.2398,18763.2398,18763.2398,18763.2398,18763.2398,0.0,0.0,0.0,0.0,0.0,1488.9543,1488.9543,1488.9543,1488.9543,1488.9543
2026,98.7617,98.7617,98.7617,98.7617,98.7617,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.5458,133.5458,133.5458,133.5458,133.5458,0.0,0.0,0.0,0.0,0.0,10766.3241,10766.3241,10766.3241,10766.3241,10766.3241,1280.054,1280.054,1280.054,1280.054,1280.054,0.0,0.0,0.0,0.0,0.0,13630.4191,13630.4191,13630.4191,13630.4191,13630.4191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.2018,1448.2018,1448.2018,1448.2018,1448.2018,1448.2018,1448.2018,1448.2018,1448.2018,1448.2018,0.0,0.0,0.0,0.0,0.0,20687.264,20687.264,20687.264,20687.264,20687.264,20687.264,20687.264,20687.264,20687.264,20687.264,20687.264,20687.264,20687.264,20687.264,20687.264,0.0,0.0,0.0,0.0,0.0,1448.2018,1448.2018,1448.2018,1448.2018,1448.2018
2027,106.9337,106.9337,106.9337,106.9337,106.9337,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0005,98.0005,98.0005,98.0005,98.0005,0.0,0.0,0.0,0.0,0.0,7994.8019,7994.8019,7994.8019,7994.8019,7994.8019,1378.0545,1378.0545,1378.0545,1378.0545,1378.0545,0.0,0.0,0.0,0.0,0.0,21625.2211,21625.2211,21625.2211,21625.2211,21625.2211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1405.8117,1405.8117,1405.8117,1405.8117,1405.8117,1405.8117,1405.8117,1405.8117,1405.8117,1405.8117,0.0,0.0,0.0,0.0,0.0,22655.7214,22655.7214,22655.7214,22655.7214,22655.7214,22655.7214,22655.7214,22655.7214,22655.7214,22655.7214,22655.7214,22655.7214,22655.7214,22655.7214,22655.7214,0.0,0.0,0.0,0.0,0.0,1405.8117,1405.8117,1405.8117,1405.8117,1405.8117
2028,115.3059,115.3059,115.3059,115.3059,115.3059,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.7148,61.7148,61.7148,61.7148,61.7148,0.0,0.0,0.0,0.0,0.0,5073.6702,5073.6702,5073.6702,5073.6702,5073.6702,1439.7693,1439.7693,1439.7693,1439.7693,1439.7693,0.0,0.0,0.0,0.0,0.0,26698.8913,26698.8913,26698.8913,26698.8913,26698.8913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1362.1732,1362.1732,1362.1732,1362.1732,1362.1732,1362.1732,1362.1732,1362.1732,1362.1732,1362.1732,0.0,0.0,0.0,0.0,0.0,24626.4676,24626.4676,24626.4676,24626.4676,24626.4676,24626.4676,24626.4676,24626.4676,24626.4676,24626.4676,24626.4676,24626.4676,24626.4676,24626.4676,24626.4676,0.0,0.0,0.0,0.0,0.0,1362.1732,1362.1732,1362.1732,1362.1732,1362.1732
2029,124.0619,124.0619,124.0619,124.0619,124.0619,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6683,27.6683,27.6683,27.6683,27.6683,0.0,0.0,0.0,0.0,0.0,2287.2752,2287.2752,2287.2752,2287.2752,2287.2752,1467.4376,1467.4376,1467.4376,1467.4376,1467.4376,0.0,0.0,0.0,0.0,0.0,28986.1665,28986.1665,28986.1665,28986.1665,28986.1665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316.1382,1316.1382,1316.1382,1316.1382,1316.1382,1316.1382,1316.1382,1316.1382,1316.1382,1316.1382,0.0,0.0,0.0,0.0,0.0,26683.6862,26683.6862,26683.6862,26683.6862,26683.6862,26683.6862,26683.6862,26683.6862,26683.6862,26683.6862,26683.6862,26683.6862,26683.6862,26683.6862,26683.6862,0.0,0.0,0.0,0.0,0.0,1316.1382,1316.1382,1316.1382,1316.1382,1316.1382
2030,132.9604,132.9604,132.9604,132.9604,132.9604,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.516,-5.516,-5.516,-5.516,-5.516,0.0,0.0,0.0,0.0,0.0,-456.7285,-456.7285,-456.7285,-456.7285,-456.7285,1461.9216,1461.9216,1461.9216,1461.9216,1461.9216,0.0,0.0,0.0,0.0,0.0,28529.4379,28529.4379,28529.4379,28529.4379,28529.4379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1269.3381,1269.3381,1269.3381,1269.3381,1269.3381,1269.3381,1269.3381,1269.3381,1269.3381,1269.3381,0.0,0.0,0.0,0.0,0.0,28683.0597,28683.0597,28683.0597,28683.0597,28683.0597,28683.0597,28683.0597,28683.0597,28683.0597,28683.0597,28683.0597,28683.0597,28683.0597,28683.0597,28683.0597,0.0,0.0,0.0,0.0,0.0,1269.3381,1269.3381,1269.3381,1269.3381,1269.3381
