Y,λ_ets_min,λ_ets_Q1,λ_ets_mean,λ_ets_Q3,λ_ets_max,λ_product_min,λ_product_Q1,λ_product_mean,λ_product_Q3,λ_product_max,BF-BOF_b_min,BF-BOF_b_Q1,BF-BOF_b_mean,BF-BOF_b_Q3,BF-BOF_b_max,BF-BOF_cap,BF-BOF_g_min,BF-BOF_g_Q1,BF-BOF_g_mean,BF-BOF_g_Q3,BF-BOF_g_max,BF-BOF_bank_min,BF-BOF_bank_Q1,BF-BOF_bank_mean,BF-BOF_bank_Q3,BF-BOF_bank_max,BF-BOF_netto_emiss_min,BF-BOF_netto_emiss_Q1,BF-BOF_netto_emiss_mean,BF-BOF_netto_emiss_Q3,BF-BOF_netto_emiss_max,BF-BlendH2-BOF_b_min,BF-BlendH2-BOF_b_Q1,BF-BlendH2-BOF_b_mean,BF-BlendH2-BOF_b_Q3,BF-BlendH2-BOF_b_max,BF-BlendH2-BOF_cap,BF-BlendH2-BOF_g_min,BF-BlendH2-BOF_g_Q1,BF-BlendH2-BOF_g_mean,BF-BlendH2-BOF_g_Q3,BF-BlendH2-BOF_g_max,BF-BlendH2-BOF_bank_min,BF-BlendH2-BOF_bank_Q1,BF-BlendH2-BOF_bank_mean,BF-BlendH2-BOF_bank_Q3,BF-BlendH2-BOF_bank_max,BF-BlendH2-BOF_netto_emiss_min,BF-BlendH2-BOF_netto_emiss_Q1,BF-BlendH2-BOF_netto_emiss_mean,BF-BlendH2-BOF_netto_emiss_Q3,BF-BlendH2-BOF_netto_emiss_max,HDRI-EAF_b_min,HDRI-EAF_b_Q1,HDRI-EAF_b_mean,HDRI-EAF_b_Q3,HDRI-EAF_b_max,HDRI-EAF_cap,HDRI-EAF_g_min,HDRI-EAF_g_Q1,HDRI-EAF_g_mean,HDRI-EAF_g_Q3,HDRI-EAF_g_max,HDRI-EAF_bank_min,HDRI-EAF_bank_Q1,HDRI-EAF_bank_mean,HDRI-EAF_bank_Q3,HDRI-EAF_bank_max,HDRI-EAF_netto_emiss_min,HDRI-EAF_netto_emiss_Q1,HDRI-EAF_netto_emiss_mean,HDRI-EAF_netto_emiss_Q3,HDRI-EAF_netto_emiss_max,trader_b_min,trader_b_Q1,trader_b_mean,trader_b_Q3,trader_b_max,trader_g_min,trader_g_Q1,trader_g_mean,trader_g_Q3,trader_g_max,trader_bank_min,trader_bank_Q1,trader_bank_mean,trader_bank_Q3,trader_bank_max,trader_netto_emiss_min,trader_netto_emiss_Q1,trader_netto_emiss_mean,trader_netto_emiss_Q3,trader_netto_emiss_max,BF-BlendNG-BOF_b_min,BF-BlendNG-BOF_b_Q1,BF-BlendNG-BOF_b_mean,BF-BlendNG-BOF_b_Q3,BF-BlendNG-BOF_b_max,BF-BlendNG-BOF_cap,BF-BlendNG-BOF_g_min,BF-BlendNG-BOF_g_Q1,BF-BlendNG-BOF_g_mean,BF-BlendNG-BOF_g_Q3,BF-BlendNG-BOF_g_max,BF-BlendNG-BOF_bank_min,BF-BlendNG-BOF_bank_Q1,BF-BlendNG-BOF_bank_mean,BF-BlendNG-BOF_bank_Q3,BF-BlendNG-BOF_bank_max,BF-BlendNG-BOF_netto_emiss_min,BF-BlendNG-BOF_netto_emiss_Q1,BF-BlendNG-BOF_netto_emiss_mean,BF-BlendNG-BOF_netto_emiss_Q3,BF-BlendNG-BOF_netto_emiss_max,fringe_b_min,fringe_b_Q1,fringe_b_mean,fringe_b_Q3,fringe_b_max,fringe_e_min,fringe_e_Q1,fringe_e_mean,fringe_e_Q3,fringe_e_max,fringe_g_min,fringe_g_Q1,fringe_g_mean,fringe_g_Q3,fringe_g_max,fringe_π_MAC_min,fringe_π_MAC_Q1,fringe_π_MAC_mean,fringe_π_MAC_Q3,fringe_π_MAC_max,fringe_bank_min,fringe_bank_Q1,fringe_bank_mean,fringe_bank_Q3,fringe_bank_max,fringe_netto_emiss_min,fringe_netto_emiss_Q1,fringe_netto_emiss_mean,fringe_netto_emiss_Q3,fringe_netto_emiss_max
2024,0.0,39.998324999999994,77.44995,115.7892,235.9685,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,105.9647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.9647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.9647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.9647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.9647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.9647,0.0,0.0,0.0,0.0,0.0,-119.0511,46.118925,93.1803,141.19855,200.9319,0.0,0.0,0.0,0.0,0.0,992.6855,1157.8555000000001,1204.9168,1252.935125,1312.6684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.9647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.9647,0.0,0.0,0.0,0.0,0.0,866.0097,1228.912725,1281.8622,1336.0720000000001,1505.0543,864.8,1228.912725,1281.8622,1336.0720000000001,1505.0543,0.0,0.0,0.0,0.0,0.0,-0.0,2769.38645,10382.1417,23208.377375000004,96367.3345,0.0,0.0,0.0,0.0,2.2118,864.8,1228.912725,1281.8622,1336.0720000000001,1505.0543
2025,0.0,49.919599999999996,88.408,127.809525,252.4918,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,82.0209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.9857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.9857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.9857,0.0,0.0,0.0,0.0,0.0,-177.0521,-24.7532,25.520049999999998,70.236275,154.0587,0.0,0.0,0.0,0.0,0.0,815.6334,1136.909075,1239.2930000000001,1314.51755,1428.3874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.9857,0.0,0.0,0.0,0.0,0.0,866.5326,1192.1756249999999,1241.28405,1291.5572,1443.8561,864.8001,1192.1756249999999,1241.28405,1291.5572,1443.8561,0.0,0.0,0.0,0.0,0.0,-0.0,4030.884075,12642.1867,26425.985975000003,103117.7192,0.0,0.0,0.0,0.0,3.8522,864.8001,1192.1756249999999,1241.28405,1291.5572,1443.8561
2026,0.0,60.322325,99.77109999999999,140.155925,270.1662,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,70.0473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.033,0.0,0.0,0.0,0.0,0.0,-171.1893,-38.623575,8.00855,50.9874,127.4277,0.0,0.0,0.0,0.0,0.0,644.4441,1098.2855,1249.3989000000001,1365.182875,1520.0622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.033,0.0,0.0,0.0,0.0,0.0,866.8028,1153.647275,1199.19855,1245.830075,1378.3953,864.8001,1153.647275,1199.19855,1245.830075,1378.3953,0.0,0.0,0.0,0.0,0.0,-0.0,5500.77355,15047.5093,29698.5457,110335.9596,0.0,0.0,0.0,0.0,6.3021,864.8001,1153.647275,1199.19855,1245.830075,1378.3953
2027,0.0,71.1682,111.5064,152.801725,289.0779,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,58.0736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.1066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.1066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.1066,0.0,0.0,0.0,0.0,0.0,-160.7442,-51.38565,-8.12625,34.130875,102.6546,0.0,0.0,0.0,0.0,0.0,483.6999,1046.8998500000002,1241.2726499999999,1392.4652999999998,1589.5509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.1066,0.0,0.0,0.0,0.0,0.0,867.0733,1113.477125,1155.7343,1198.9937250000003,1308.3522,864.8001,1113.477125,1155.7343,1198.9937250000003,1308.3522,0.0,0.0,0.0,0.0,0.0,0.0,7155.721049999999,17565.933299999997,32989.685175,118059.4768,0.0,0.0,0.0,0.0,7.9586,864.8001,1113.477125,1155.7343,1198.9937250000003,1308.3522
2028,0.0,82.41655,123.5815,165.72312499999998,309.3133,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,45.8214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.8214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.8214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.928,0.0,0.0,0.0,0.0,0.0,-146.782,-64.512325,-24.387,14.80875,131.9985,0.0,0.0,0.0,0.0,0.0,336.9179,982.387425,1216.8856500000002,1431.36535,1637.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.8214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.928,0.0,0.0,0.0,0.0,0.0,867.3502,1071.8167749999998,1111.01185,1151.136525,1233.406,864.8001,1071.8167749999998,1111.01185,1151.136525,1233.406,0.0,0.0,0.0,0.0,0.0,0.0,8968.577725,20164.8217,36265.90695,126323.6402,0.0,0.0,0.0,0.0,10.6923,864.8001,1071.8167749999998,1111.01185,1151.136525,1233.406
2029,0.0,94.044775,135.97575,178.901625,330.9653,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,33.5692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.4972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.4972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.4972,0.0,0.0,0.0,0.0,0.0,-130.6596,-76.6875,-39.4666,-3.107925,130.0626,0.0,0.0,0.0,0.0,0.0,209.3442,905.6999249999999,1177.4191,1442.83905,1675.3659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.4972,0.0,0.0,0.0,0.0,0.0,867.6272,1028.749425,1065.10725,1102.327425,1156.2996,864.8001,1028.749425,1065.10725,1102.327425,1156.2996,0.0,0.0,0.0,0.0,0.0,-0.0,10913.860625,22815.3166,39497.713149999996,135166.295,0.0,0.0,0.0,0.0,12.5955,864.8001,1028.749425,1065.10725,1102.327425,1156.2996
2030,5.7871,106.022975,148.66465,192.31805000000003,354.1328,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.4972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.4972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.4972,0.0,0.0,0.0,0.0,0.0,-120.0735,-87.981225,-53.4547,-19.7281,121.305,0.0,0.0,0.0,0.0,0.0,106.5923,817.71875,1123.9643500000002,1423.111025,1710.3299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.4972,0.0,0.0,0.0,0.0,0.0,843.3702,984.3855,1018.1112499999999,1052.636875,1084.7295,843.3702,984.3855,1018.1112499999999,1052.636875,1084.7295,0.0,0.0,0.0,0.0,0.0,38.6088,12963.5715,25487.978750000002,42657.523825,144627.9356,0.0,0.0,0.0,0.0,12.5955,843.3702,984.3855,1018.1112499999999,1052.636875,1084.7295
2031,15.3558,118.326075,161.62705,205.955375,378.9221,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.4972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.4972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.4972,0.0,0.0,0.0,0.0,0.0,-114.6123,-94.44905,-66.43015,-35.145275,95.748,0.0,0.0,0.0,0.0,0.0,34.6686,719.2618500000001,1057.5342,1387.9657,1725.9173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.4972,0.0,0.0,0.0,0.0,0.0,807.9273,938.81865,970.10245,998.120925,1018.2843,807.9273,938.81865,970.10245,998.120925,1018.2843,0.0,0.0,0.0,0.0,0.0,254.1395,15090.39395,28155.55635,45720.872724999994,154751.8911,0.0,0.0,0.0,0.0,12.5955,807.9273,938.81865,970.10245,998.120925,1018.2843
2032,25.4018,130.93045,174.84305,220.37107500000002,405.4467,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.4972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.4972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.4972,0.0,0.0,0.0,0.0,0.0,-111.3143,-95.13802499999998,-74.56075,-44.67095,71.9715,0.0,0.0,0.0,0.0,0.0,0.0,613.2129749999999,979.0681,1338.5193,1746.9625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.4972,0.0,0.0,0.0,0.0,0.0,770.72,887.3604,917.2489499999999,937.82535,954.0023,770.72,887.3604,917.2489499999999,937.82535,954.0023,0.0,0.0,0.0,0.0,0.0,649.9419,17267.792575,30792.79795,48920.788024999994,165584.5235,0.0,0.0,0.0,0.0,12.5955,770.72,887.3604,917.2489499999999,937.82535,954.0023
2033,35.9129,143.814575,188.29435,235.797,431.2729,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.4972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.4972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.4972,0.0,0.0,0.0,0.0,0.0,-110.4511,-100.13832500000001,-80.84375,-51.568825000000004,49.915,0.0,0.0,0.0,0.0,0.0,0.0,503.31334999999996,889.4375,1275.806875,1787.1733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.4972,0.0,0.0,0.0,0.0,0.0,731.7918,833.274025,862.54775,881.8417000000001,892.1551,731.7918,833.274025,862.54775,881.8417000000001,892.1551,0.0,0.0,0.0,0.0,0.0,1214.0972,19470.45865,33376.7079,52345.2433,175094.6081,0.0,0.0,0.0,0.0,12.5955,731.7918,833.274025,862.54775,881.8417000000001,892.1551
