Y,λ_ets_min,λ_ets_Q1,λ_ets_mean,λ_ets_Q3,λ_ets_max,λ_product_min,λ_product_Q1,λ_product_mean,λ_product_Q3,λ_product_max,BF-BOF_b_min,BF-BOF_b_Q1,BF-BOF_b_mean,BF-BOF_b_Q3,BF-BOF_b_max,BF-BOF_cap,BF-BOF_g_min,BF-BOF_g_Q1,BF-BOF_g_mean,BF-BOF_g_Q3,BF-BOF_g_max,BF-BOF_bank_min,BF-BOF_bank_Q1,BF-BOF_bank_mean,BF-BOF_bank_Q3,BF-BOF_bank_max,BF-BOF_netto_emiss_min,BF-BOF_netto_emiss_Q1,BF-BOF_netto_emiss_mean,BF-BOF_netto_emiss_Q3,BF-BOF_netto_emiss_max,BF-BlendH2-BOF_b_min,BF-BlendH2-BOF_b_Q1,BF-BlendH2-BOF_b_mean,BF-BlendH2-BOF_b_Q3,BF-BlendH2-BOF_b_max,BF-BlendH2-BOF_cap,BF-BlendH2-BOF_g_min,BF-BlendH2-BOF_g_Q1,BF-BlendH2-BOF_g_mean,BF-BlendH2-BOF_g_Q3,BF-BlendH2-BOF_g_max,BF-BlendH2-BOF_bank_min,BF-BlendH2-BOF_bank_Q1,BF-BlendH2-BOF_bank_mean,BF-BlendH2-BOF_bank_Q3,BF-BlendH2-BOF_bank_max,BF-BlendH2-BOF_netto_emiss_min,BF-BlendH2-BOF_netto_emiss_Q1,BF-BlendH2-BOF_netto_emiss_mean,BF-BlendH2-BOF_netto_emiss_Q3,BF-BlendH2-BOF_netto_emiss_max,HDRI-EAF_b_min,HDRI-EAF_b_Q1,HDRI-EAF_b_mean,HDRI-EAF_b_Q3,HDRI-EAF_b_max,HDRI-EAF_cap,HDRI-EAF_g_min,HDRI-EAF_g_Q1,HDRI-EAF_g_mean,HDRI-EAF_g_Q3,HDRI-EAF_g_max,HDRI-EAF_bank_min,HDRI-EAF_bank_Q1,HDRI-EAF_bank_mean,HDRI-EAF_bank_Q3,HDRI-EAF_bank_max,HDRI-EAF_netto_emiss_min,HDRI-EAF_netto_emiss_Q1,HDRI-EAF_netto_emiss_mean,HDRI-EAF_netto_emiss_Q3,HDRI-EAF_netto_emiss_max,trader_b_min,trader_b_Q1,trader_b_mean,trader_b_Q3,trader_b_max,trader_g_min,trader_g_Q1,trader_g_mean,trader_g_Q3,trader_g_max,trader_bank_min,trader_bank_Q1,trader_bank_mean,trader_bank_Q3,trader_bank_max,trader_netto_emiss_min,trader_netto_emiss_Q1,trader_netto_emiss_mean,trader_netto_emiss_Q3,trader_netto_emiss_max,BF-BlendNG-BOF_b_min,BF-BlendNG-BOF_b_Q1,BF-BlendNG-BOF_b_mean,BF-BlendNG-BOF_b_Q3,BF-BlendNG-BOF_b_max,BF-BlendNG-BOF_cap,BF-BlendNG-BOF_g_min,BF-BlendNG-BOF_g_Q1,BF-BlendNG-BOF_g_mean,BF-BlendNG-BOF_g_Q3,BF-BlendNG-BOF_g_max,BF-BlendNG-BOF_bank_min,BF-BlendNG-BOF_bank_Q1,BF-BlendNG-BOF_bank_mean,BF-BlendNG-BOF_bank_Q3,BF-BlendNG-BOF_bank_max,BF-BlendNG-BOF_netto_emiss_min,BF-BlendNG-BOF_netto_emiss_Q1,BF-BlendNG-BOF_netto_emiss_mean,BF-BlendNG-BOF_netto_emiss_Q3,BF-BlendNG-BOF_netto_emiss_max,fringe_b_min,fringe_b_Q1,fringe_b_mean,fringe_b_Q3,fringe_b_max,fringe_g_min,fringe_g_Q1,fringe_g_mean,fringe_g_Q3,fringe_g_max,fringe_bank_min,fringe_bank_Q1,fringe_bank_mean,fringe_bank_Q3,fringe_bank_max,fringe_netto_emiss_min,fringe_netto_emiss_Q1,fringe_netto_emiss_mean,fringe_netto_emiss_Q3,fringe_netto_emiss_max
2044,156.3746,286.65905000000004,365.0159,562.63415,857.7981,535.4135,740.936125,831.3256,1110.9504,1398.4573,0.0,0.0,0.0,0.0,197.9478,0.0,0.0,0.0,0.0,0.0,106.9988,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,197.9478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77.2971,-25.181275,36.92295,77.4906,88.9363,0.0,0.0,0.0,0.0,0.0,148.9171,256.829475,268.09865,281.91270000000003,1936.0896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.4067,0.0,0.0,0.0,0.0,0.0,107.0206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.4067,-23.7166,22.806800000000003,41.09895,74.9958,147.6232,0.0,0.0,0.0,0.0,0.0,105.4179,213.785875,336.56565,365.88960000000003,663.0999,193.9122,231.654,244.3824,252.587925,257.1149
2045,167.3213,306.725225,390.56705,602.018575,917.844,560.5899,767.7244000000001,879.2317499999999,1197.8941999999997,1398.4573,0.0,0.0,0.0,0.0,197.9583,0.0,0.0,0.0,0.0,0.0,107.0045,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,197.9583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-125.0203,-71.12537499999999,-46.8758,9.137875,15.4781,0.0,0.0,0.0,0.0,0.0,95.0392,228.7698,259.23695,271.036225,1811.0693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.4091,0.0,0.0,0.0,0.0,0.0,107.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.4091,-41.2269,36.566125,44.276300000000006,100.253325,128.5475,0.0,0.0,0.0,0.0,0.0,47.7074,110.236775,172.06830000000002,199.44945,465.4596,161.4844,196.077625,203.63684999999998,207.589525,213.8655
2046,179.0301,328.195975,417.9067,644.1599,982.0931,587.2522,783.687775,927.65765,1290.7404000000001,1398.4573,0.0,0.0,0.0,0.0,197.9343,0.0,0.0,0.0,0.0,0.0,106.9916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.9344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-172.9441,-103.503775,-82.87125,-54.606775,-47.3866,0.0,0.0,0.0,0.0,0.0,27.9274,123.32225000000001,198.72775000000001,214.00185000000002,1638.1252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.4116,0.0,0.0,0.0,0.0,0.0,107.0235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.4116,-39.3628,49.47217500000001,65.52655,99.46007499999999,106.0615,0.0,0.0,0.0,0.0,0.0,12.9278,55.261199999999995,68.26095000000001,85.288475,284.4243,101.8914,158.1218,162.4883,167.3342,171.6766
2047,191.5717,351.16967500000004,447.16020000000003,689.251075,1050.8396,614.8978,824.2237250000001,977.02935,1392.968825,1398.4573,-0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.2455,-81.74062500000001,-74.4131,-68.1704,-27.9274,0.0,0.0,0.0,0.0,0.0,0.0,48.67725,116.66329999999999,144.200325,1482.3502,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,175.4721,0.0,0.0,0.0,0.0,0.0,107.0605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.4721,-26.0158,64.95845,73.02834999999999,78.71085000000001,88.8512,0.0,0.0,0.0,0.0,0.0,0.0,18.390625,22.00685,25.872750000000003,132.6372,40.8552,110.68815,126.22275,129.49065,133.1746
2048,204.9754,375.751575,478.4614,737.4986250000001,1106.0521,642.854,870.8228,1028.25895,1398.4573,1398.4573,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-165.3396,-69.60679999999999,-66.55785,-43.019825,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.584375,47.6032,75.339225,1333.3336,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,175.4172,0.0,0.0,0.0,0.0,0.0,107.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.4172,-26.3508,40.426375,64.73285,68.64235,71.2794,0.0,0.0,0.0,0.0,0.0,0.0,0.43084999999999996,1.4218,2.3042499999999997,23.1685,0.0,59.94915,87.8067,92.700475,97.8421
2049,219.3236,402.0542,511.9537,789.123525,1128.1731,672.5088,923.79075,1087.36775,1398.4573,1398.4573,0.0,0.0,0.0001,0.0002,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.8334,-58.337975,-44.3477,-5.584375,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25555,15.365125,1070.5002,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,175.3704,0.0,0.0,0.0,0.0,0.0,106.9984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.3704,-0.0,5.584375,43.0085,57.436575000000005,87.4659,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.14455,1.4020499999999998,24.0933,0.0,7.734850000000001,46.3548,57.013025,65.4179
2050,234.6763,430.19802500000003,547.79045,808.49845,1150.7366,703.9325,974.4583250000001,1145.0574,1399.4093,1399.4093,-0.0003,-0.0002,-0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-241.1905,-15.365125,-3.25555,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.3096,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,175.3671,0.0,0.0,0.0,0.0,0.0,106.9964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.3671,-0.0,0.0,3.2638,15.36335,65.8237,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,54.3806,0.0,0.0,3.77225,18.7794,35.5365
2051,251.1036,451.3413499999999,580.55745,824.6683750000001,1173.7513,737.2428,1031.8944000000001,1216.2156,1401.0722,1401.0722,-0.0003,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-217.0196,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.2901,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,175.3667,0.0,0.0,0.0,0.0,0.0,106.9962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.3667,-13.2067,0.0,0.0,0.0,41.6532,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,89.175,0.0,0.0,0.0,0.0,6.8588
2052,268.6809,482.590575,617.47875,841.16175,1197.2263,772.5656,1095.6968499999998,1256.6871999999998,1402.7684,1402.7684,-0.0001,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-192.3524,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.9376,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,175.3663,0.0,0.0,0.0,0.0,0.0,106.9959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.3663,-0.0,0.0,0.0,0.0,16.9865,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,106.1615,0.0,0.0,0.0,0.0,0.0
2053,287.4886,515.0052249999999,628.6146,857.985025,1221.1708,810.0353,1136.4607,1276.8928,1403.9004,1403.9004,-0.0002,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-164.296,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.6416,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,175.3658,0.0,0.0,0.0,0.0,0.0,106.9956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.3658,-11.0694,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,95.0921,0.0,0.0,0.0,0.0,0.0
2054,307.6128,550.725475,634.2887000000001,875.1447000000001,1245.5943,849.7956,1153.39085,1296.0971,1405.353,1405.353,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-137.7585,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.8831,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,175.3653,0.0,0.0,0.0,0.0,0.0,106.9953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.3653,-37.6064,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,57.4857,0.0,0.0,0.0,0.0,0.0
2055,329.1456,557.290025,635.1648,892.6476,1270.5061,892.0004,1170.3016499999999,1324.3544,1407.153,1407.153,-0.0001,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.879,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,175.3647,0.0,0.0,0.0,0.0,0.0,106.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.3647,-57.4856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0
2056,352.1663,562.2506000000001,637.69025,910.500575,1295.9163,936.6235,1187.52985,1349.79395,1408.989,1408.989,-0.0005,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0042,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2057,366.8459,567.530475,642.11995,928.7105750000001,1321.8346,958.2849,1205.0145499999999,1372.589,1410.8617,1410.8617,-0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2058,303.6685,515.1409,645.4123500000001,947.284725,1348.2713,1413.4959,1413.4959,1413.4959,1413.4959,1413.4959,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,107.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
