Y,λ_ets_min,λ_ets_Q1,λ_ets_mean,λ_ets_Q3,λ_ets_max,λ_product_min,λ_product_Q1,λ_product_mean,λ_product_Q3,λ_product_max,BF-BOF_b_min,BF-BOF_b_Q1,BF-BOF_b_mean,BF-BOF_b_Q3,BF-BOF_b_max,BF-BOF_cap,BF-BOF_g_min,BF-BOF_g_Q1,BF-BOF_g_mean,BF-BOF_g_Q3,BF-BOF_g_max,BF-BOF_bank_min,BF-BOF_bank_Q1,BF-BOF_bank_mean,BF-BOF_bank_Q3,BF-BOF_bank_max,BF-BOF_netto_emiss_min,BF-BOF_netto_emiss_Q1,BF-BOF_netto_emiss_mean,BF-BOF_netto_emiss_Q3,BF-BOF_netto_emiss_max,BF-BOF-CC_b_min,BF-BOF-CC_b_Q1,BF-BOF-CC_b_mean,BF-BOF-CC_b_Q3,BF-BOF-CC_b_max,BF-BOF-CC_cap,BF-BOF-CC_g_min,BF-BOF-CC_g_Q1,BF-BOF-CC_g_mean,BF-BOF-CC_g_Q3,BF-BOF-CC_g_max,BF-BOF-CC_bank_min,BF-BOF-CC_bank_Q1,BF-BOF-CC_bank_mean,BF-BOF-CC_bank_Q3,BF-BOF-CC_bank_max,BF-BOF-CC_netto_emiss_min,BF-BOF-CC_netto_emiss_Q1,BF-BOF-CC_netto_emiss_mean,BF-BOF-CC_netto_emiss_Q3,BF-BOF-CC_netto_emiss_max,HDRI-EAF_b_min,HDRI-EAF_b_Q1,HDRI-EAF_b_mean,HDRI-EAF_b_Q3,HDRI-EAF_b_max,HDRI-EAF_cap,HDRI-EAF_g_min,HDRI-EAF_g_Q1,HDRI-EAF_g_mean,HDRI-EAF_g_Q3,HDRI-EAF_g_max,HDRI-EAF_bank_min,HDRI-EAF_bank_Q1,HDRI-EAF_bank_mean,HDRI-EAF_bank_Q3,HDRI-EAF_bank_max,HDRI-EAF_netto_emiss_min,HDRI-EAF_netto_emiss_Q1,HDRI-EAF_netto_emiss_mean,HDRI-EAF_netto_emiss_Q3,HDRI-EAF_netto_emiss_max,trader_b_min,trader_b_Q1,trader_b_mean,trader_b_Q3,trader_b_max,trader_g_min,trader_g_Q1,trader_g_mean,trader_g_Q3,trader_g_max,trader_bank_min,trader_bank_Q1,trader_bank_mean,trader_bank_Q3,trader_bank_max,trader_netto_emiss_min,trader_netto_emiss_Q1,trader_netto_emiss_mean,trader_netto_emiss_Q3,trader_netto_emiss_max,BF-BlendNG-BOF_b_min,BF-BlendNG-BOF_b_Q1,BF-BlendNG-BOF_b_mean,BF-BlendNG-BOF_b_Q3,BF-BlendNG-BOF_b_max,BF-BlendNG-BOF_cap,BF-BlendNG-BOF_g_min,BF-BlendNG-BOF_g_Q1,BF-BlendNG-BOF_g_mean,BF-BlendNG-BOF_g_Q3,BF-BlendNG-BOF_g_max,BF-BlendNG-BOF_bank_min,BF-BlendNG-BOF_bank_Q1,BF-BlendNG-BOF_bank_mean,BF-BlendNG-BOF_bank_Q3,BF-BlendNG-BOF_bank_max,BF-BlendNG-BOF_netto_emiss_min,BF-BlendNG-BOF_netto_emiss_Q1,BF-BlendNG-BOF_netto_emiss_mean,BF-BlendNG-BOF_netto_emiss_Q3,BF-BlendNG-BOF_netto_emiss_max,NG-DRI-CC_b_min,NG-DRI-CC_b_Q1,NG-DRI-CC_b_mean,NG-DRI-CC_b_Q3,NG-DRI-CC_b_max,NG-DRI-CC_cap,NG-DRI-CC_g_min,NG-DRI-CC_g_Q1,NG-DRI-CC_g_mean,NG-DRI-CC_g_Q3,NG-DRI-CC_g_max,NG-DRI-CC_bank_min,NG-DRI-CC_bank_Q1,NG-DRI-CC_bank_mean,NG-DRI-CC_bank_Q3,NG-DRI-CC_bank_max,NG-DRI-CC_netto_emiss_min,NG-DRI-CC_netto_emiss_Q1,NG-DRI-CC_netto_emiss_mean,NG-DRI-CC_netto_emiss_Q3,NG-DRI-CC_netto_emiss_max,NGDRI-EAF_b_min,NGDRI-EAF_b_Q1,NGDRI-EAF_b_mean,NGDRI-EAF_b_Q3,NGDRI-EAF_b_max,NGDRI-EAF_cap,NGDRI-EAF_g_min,NGDRI-EAF_g_Q1,NGDRI-EAF_g_mean,NGDRI-EAF_g_Q3,NGDRI-EAF_g_max,NGDRI-EAF_bank_min,NGDRI-EAF_bank_Q1,NGDRI-EAF_bank_mean,NGDRI-EAF_bank_Q3,NGDRI-EAF_bank_max,NGDRI-EAF_netto_emiss_min,NGDRI-EAF_netto_emiss_Q1,NGDRI-EAF_netto_emiss_mean,NGDRI-EAF_netto_emiss_Q3,NGDRI-EAF_netto_emiss_max,fringe_b_min,fringe_b_Q1,fringe_b_mean,fringe_b_Q3,fringe_b_max,fringe_e_min,fringe_e_Q1,fringe_e_mean,fringe_e_Q3,fringe_e_max,fringe_g_min,fringe_g_Q1,fringe_g_mean,fringe_g_Q3,fringe_g_max,fringe_π_MAC_min,fringe_π_MAC_Q1,fringe_π_MAC_mean,fringe_π_MAC_Q3,fringe_π_MAC_max,fringe_bank_min,fringe_bank_Q1,fringe_bank_mean,fringe_bank_Q3,fringe_bank_max,fringe_netto_emiss_min,fringe_netto_emiss_Q1,fringe_netto_emiss_mean,fringe_netto_emiss_Q3,fringe_netto_emiss_max
2024,78.9517,78.9517,78.9517,78.9517,78.9517,392.9601,392.9601,392.9601,392.9601,392.9601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.0933,-36.0933,-36.0933,-36.0933,-36.0933,0.0,0.0,0.0,0.0,0.0,1075.6432,1075.6432,1075.6432,1075.6432,1075.6432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8858,16.8858,16.8858,16.8858,16.8858,76.7535,76.7535,76.7535,76.7535,76.7535,76.7535,0.0,0.0,0.0,0.0,0.0,16.8858,16.8858,16.8858,16.8858,16.8858,24.2044,24.2044,24.2044,24.2044,24.2044,30.2555,30.2555,30.2555,30.2555,30.2555,30.2555,0.0,0.0,0.0,0.0,0.0,24.2044,24.2044,24.2044,24.2044,24.2044,1380.9959,1380.9959,1380.9959,1380.9959,1380.9959,1380.9959,1380.9959,1380.9959,1380.9959,1380.9959,0.0,0.0,0.0,0.0,0.0,14719.45,14719.45,14719.45,14719.45,14719.45,0.0,0.0,0.0,0.0,0.0,1380.9959,1380.9959,1380.9959,1380.9959,1380.9959
2025,84.6489,84.6489,84.6489,84.6489,84.6489,381.5231,381.5231,381.5231,381.5231,381.5231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.5185,266.5185,266.5185,266.5185,266.5185,0.0,0.0,0.0,0.0,0.0,1342.1617,1342.1617,1342.1617,1342.1617,1342.1617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8858,16.8858,16.8858,16.8858,16.8858,0.0,76.7535,76.7535,76.7535,76.7535,76.7535,0.0,0.0,0.0,0.0,0.0,16.8858,16.8858,16.8858,16.8858,16.8858,24.2044,24.2044,24.2044,24.2044,24.2044,0.0,30.2555,30.2555,30.2555,30.2555,30.2555,0.0,0.0,0.0,0.0,0.0,24.2044,24.2044,24.2044,24.2044,24.2044,1352.2145,1352.2145,1352.2145,1352.2145,1352.2145,1352.2145,1352.2145,1352.2145,1352.2145,1352.2145,0.0,0.0,0.0,0.0,0.0,15812.6703,15812.6703,15812.6703,15812.6703,15812.6703,0.0,0.0,0.0,0.0,0.0,1352.2145,1352.2145,1352.2145,1352.2145,1352.2145
2026,90.7602,90.7602,90.7602,90.7602,90.7602,393.9657,393.9657,393.9657,393.9657,393.9657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.296,219.296,219.296,219.296,219.296,0.0,0.0,0.0,0.0,0.0,1561.4578,1561.4578,1561.4578,1561.4578,1561.4578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8858,16.8858,16.8858,16.8858,16.8858,0.0,76.7535,76.7535,76.7535,76.7535,76.7535,0.0,0.0,0.0,0.0,0.0,16.8858,16.8858,16.8858,16.8858,16.8858,24.2044,24.2044,24.2044,24.2044,24.2044,0.0,30.2555,30.2555,30.2555,30.2555,30.2555,0.0,0.0,0.0,0.0,0.0,24.2044,24.2044,24.2044,24.2044,24.2044,1321.3487,1321.3487,1321.3487,1321.3487,1321.3487,1321.3487,1321.3487,1321.3487,1321.3487,1321.3487,0.0,0.0,0.0,0.0,0.0,16987.7023,16987.7023,16987.7023,16987.7023,16987.7023,0.0,0.0,0.0,0.0,0.0,1321.3487,1321.3487,1321.3487,1321.3487,1321.3487
2027,97.3136,97.3136,97.3136,97.3136,97.3136,407.4419,407.4419,407.4419,407.4419,407.4419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.3179,174.3179,174.3179,174.3179,174.3179,0.0,0.0,0.0,0.0,0.0,1735.7757,1735.7757,1735.7757,1735.7757,1735.7757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8858,16.8858,16.8858,16.8858,16.8858,0.0,76.7535,76.7535,76.7535,76.7535,76.7535,0.0,0.0,0.0,0.0,0.0,16.8858,16.8858,16.8858,16.8858,16.8858,24.2044,24.2044,24.2044,24.2044,24.2044,0.0,30.2555,30.2555,30.2555,30.2555,30.2555,0.0,0.0,0.0,0.0,0.0,24.2044,24.2044,24.2044,24.2044,24.2044,1288.2386,1288.2386,1288.2386,1288.2386,1288.2386,1288.2386,1288.2386,1288.2386,1288.2386,1288.2386,0.0,0.0,0.0,0.0,0.0,18251.3229,18251.3229,18251.3229,18251.3229,18251.3229,0.0,0.0,0.0,0.0,0.0,1288.2386,1288.2386,1288.2386,1288.2386,1288.2386
2028,104.3602,104.3602,104.3602,104.3602,104.3602,420.9594,420.9594,420.9594,420.9594,420.9594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0024,130.0024,130.0024,130.0024,130.0024,0.0,0.0,0.0,0.0,0.0,1865.7781,1865.7781,1865.7781,1865.7781,1865.7781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8858,16.8858,16.8858,16.8858,16.8858,0.0,76.7535,76.7535,76.7535,76.7535,76.7535,0.0,0.0,0.0,0.0,0.0,16.8858,16.8858,16.8858,16.8858,16.8858,24.2044,24.2044,24.2044,24.2044,24.2044,0.0,30.2555,30.2555,30.2555,30.2555,30.2555,0.0,0.0,0.0,0.0,0.0,24.2044,24.2044,24.2044,24.2044,24.2044,1252.6498,1252.6498,1252.6498,1252.6498,1252.6498,1252.6498,1252.6498,1252.6498,1252.6498,1252.6498,0.0,0.0,0.0,0.0,0.0,19615.5265,19615.5265,19615.5265,19615.5265,19615.5265,0.0,0.0,0.0,0.0,0.0,1252.6498,1252.6498,1252.6498,1252.6498,1252.6498
2029,111.9303,111.9303,111.9303,111.9303,111.9303,433.7574,433.7574,433.7574,433.7574,433.7574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.3461,88.3461,88.3461,88.3461,88.3461,0.0,0.0,0.0,0.0,0.0,1954.1242,1954.1242,1954.1242,1954.1242,1954.1242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8858,16.8858,16.8858,16.8858,16.8858,0.0,76.7535,76.7535,76.7535,76.7535,76.7535,0.0,0.0,0.0,0.0,0.0,16.8858,16.8858,16.8858,16.8858,16.8858,24.2044,24.2044,24.2044,24.2044,24.2044,0.0,30.2555,30.2555,30.2555,30.2555,30.2555,0.0,0.0,0.0,0.0,0.0,24.2044,24.2044,24.2044,24.2044,24.2044,1214.4019,1214.4019,1214.4019,1214.4019,1214.4019,1214.4019,1214.4019,1214.4019,1214.4019,1214.4019,0.0,0.0,0.0,0.0,0.0,21087.9279,21087.9279,21087.9279,21087.9279,21087.9279,0.0,0.0,0.0,0.0,0.0,1214.4019,1214.4019,1214.4019,1214.4019,1214.4019
2030,120.0583,120.0583,120.0583,120.0583,120.0583,446.1744,446.1744,446.1744,446.1744,446.1744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5083,49.5083,49.5083,49.5083,49.5083,0.0,0.0,0.0,0.0,0.0,2003.6325,2003.6325,2003.6325,2003.6325,2003.6325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8858,16.8858,16.8858,16.8858,16.8858,0.0,76.7535,76.7535,76.7535,76.7535,76.7535,0.0,0.0,0.0,0.0,0.0,16.8858,16.8858,16.8858,16.8858,16.8858,24.2044,24.2044,24.2044,24.2044,24.2044,0.0,30.2555,30.2555,30.2555,30.2555,30.2555,0.0,0.0,0.0,0.0,0.0,24.2044,24.2044,24.2044,24.2044,24.2044,1173.3352,1173.3352,1173.3352,1173.3352,1173.3352,1173.3352,1173.3352,1173.3352,1173.3352,1173.3352,0.0,0.0,0.0,0.0,0.0,22674.192,22674.192,22674.192,22674.192,22674.192,0.0,0.0,0.0,0.0,0.0,1173.3352,1173.3352,1173.3352,1173.3352,1173.3352
2031,128.7869,128.7869,128.7869,128.7869,128.7869,458.4001,458.4001,458.4001,458.4001,458.4001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7073,13.7073,13.7073,13.7073,13.7073,0.0,0.0,0.0,0.0,0.0,2017.3399,2017.3399,2017.3399,2017.3399,2017.3399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8858,16.8858,16.8858,16.8858,16.8858,0.0,76.7535,76.7535,76.7535,76.7535,76.7535,0.0,0.0,0.0,0.0,0.0,16.8858,16.8858,16.8858,16.8858,16.8858,24.2044,24.2044,24.2044,24.2044,24.2044,0.0,30.2555,30.2555,30.2555,30.2555,30.2555,0.0,0.0,0.0,0.0,0.0,24.2044,24.2044,24.2044,24.2044,24.2044,1129.2318,1129.2318,1129.2318,1129.2318,1129.2318,1129.2318,1129.2318,1129.2318,1129.2318,1129.2318,0.0,0.0,0.0,0.0,0.0,24383.8959,24383.8959,24383.8959,24383.8959,24383.8959,0.0,0.0,0.0,0.0,0.0,1129.2318,1129.2318,1129.2318,1129.2318,1129.2318
2032,138.1676,138.1676,138.1676,138.1676,138.1676,470.5934,470.5934,470.5934,470.5934,470.5934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.8182,-18.8182,-18.8182,-18.8182,-18.8182,0.0,0.0,0.0,0.0,0.0,1998.5217,1998.5217,1998.5217,1998.5217,1998.5217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8858,16.8858,16.8858,16.8858,16.8858,0.0,76.7535,76.7535,76.7535,76.7535,76.7535,0.0,0.0,0.0,0.0,0.0,16.8858,16.8858,16.8858,16.8858,16.8858,24.2044,24.2044,24.2044,24.2044,24.2044,0.0,30.2555,30.2555,30.2555,30.2555,30.2555,0.0,0.0,0.0,0.0,0.0,24.2044,24.2044,24.2044,24.2044,24.2044,1081.8528,1081.8528,1081.8528,1081.8528,1081.8528,1081.8528,1081.8528,1081.8528,1081.8528,1081.8528,0.0,0.0,0.0,0.0,0.0,26227.729,26227.729,26227.729,26227.729,26227.729,0.0,0.0,0.0,0.0,0.0,1081.8528,1081.8528,1081.8528,1081.8528,1081.8528
2033,148.2427,148.2427,148.2427,148.2427,148.2427,482.9221,482.9221,482.9221,482.9221,482.9221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.8088,-47.8088,-47.8088,-47.8088,-47.8088,0.0,0.0,0.0,0.0,0.0,1950.7129,1950.7129,1950.7129,1950.7129,1950.7129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8858,16.8858,16.8858,16.8858,16.8858,0.0,76.7535,76.7535,76.7535,76.7535,76.7535,0.0,0.0,0.0,0.0,0.0,16.8858,16.8858,16.8858,16.8858,16.8858,24.2044,24.2044,24.2044,24.2044,24.2044,0.0,30.2555,30.2555,30.2555,30.2555,30.2555,0.0,0.0,0.0,0.0,0.0,24.2044,24.2044,24.2044,24.2044,24.2044,1030.9385,1030.9385,1030.9385,1030.9385,1030.9385,1030.9385,1030.9385,1030.9385,1030.9385,1030.9385,0.0,0.0,0.0,0.0,0.0,28217.4518,28217.4518,28217.4518,28217.4518,28217.4518,0.0,0.0,0.0,0.0,0.0,1030.9385,1030.9385,1030.9385,1030.9385,1030.9385
