Y,λ_ets_min,λ_ets_Q1,λ_ets_mean,λ_ets_Q3,λ_ets_max,λ_product_min,λ_product_Q1,λ_product_mean,λ_product_Q3,λ_product_max,BF-BOF_b_min,BF-BOF_b_Q1,BF-BOF_b_mean,BF-BOF_b_Q3,BF-BOF_b_max,BF-BOF_cap,BF-BOF_g_min,BF-BOF_g_Q1,BF-BOF_g_mean,BF-BOF_g_Q3,BF-BOF_g_max,BF-BOF_bank_min,BF-BOF_bank_Q1,BF-BOF_bank_mean,BF-BOF_bank_Q3,BF-BOF_bank_max,BF-BOF_netto_emiss_min,BF-BOF_netto_emiss_Q1,BF-BOF_netto_emiss_mean,BF-BOF_netto_emiss_Q3,BF-BOF_netto_emiss_max,BF-BlendH2-BOF_b_min,BF-BlendH2-BOF_b_Q1,BF-BlendH2-BOF_b_mean,BF-BlendH2-BOF_b_Q3,BF-BlendH2-BOF_b_max,BF-BlendH2-BOF_cap,BF-BlendH2-BOF_g_min,BF-BlendH2-BOF_g_Q1,BF-BlendH2-BOF_g_mean,BF-BlendH2-BOF_g_Q3,BF-BlendH2-BOF_g_max,BF-BlendH2-BOF_bank_min,BF-BlendH2-BOF_bank_Q1,BF-BlendH2-BOF_bank_mean,BF-BlendH2-BOF_bank_Q3,BF-BlendH2-BOF_bank_max,BF-BlendH2-BOF_netto_emiss_min,BF-BlendH2-BOF_netto_emiss_Q1,BF-BlendH2-BOF_netto_emiss_mean,BF-BlendH2-BOF_netto_emiss_Q3,BF-BlendH2-BOF_netto_emiss_max,HDRI-EAF_b_min,HDRI-EAF_b_Q1,HDRI-EAF_b_mean,HDRI-EAF_b_Q3,HDRI-EAF_b_max,HDRI-EAF_cap,HDRI-EAF_g_min,HDRI-EAF_g_Q1,HDRI-EAF_g_mean,HDRI-EAF_g_Q3,HDRI-EAF_g_max,HDRI-EAF_bank_min,HDRI-EAF_bank_Q1,HDRI-EAF_bank_mean,HDRI-EAF_bank_Q3,HDRI-EAF_bank_max,HDRI-EAF_netto_emiss_min,HDRI-EAF_netto_emiss_Q1,HDRI-EAF_netto_emiss_mean,HDRI-EAF_netto_emiss_Q3,HDRI-EAF_netto_emiss_max,BF-BlendNG-BOF_b_min,BF-BlendNG-BOF_b_Q1,BF-BlendNG-BOF_b_mean,BF-BlendNG-BOF_b_Q3,BF-BlendNG-BOF_b_max,BF-BlendNG-BOF_cap,BF-BlendNG-BOF_g_min,BF-BlendNG-BOF_g_Q1,BF-BlendNG-BOF_g_mean,BF-BlendNG-BOF_g_Q3,BF-BlendNG-BOF_g_max,BF-BlendNG-BOF_bank_min,BF-BlendNG-BOF_bank_Q1,BF-BlendNG-BOF_bank_mean,BF-BlendNG-BOF_bank_Q3,BF-BlendNG-BOF_bank_max,BF-BlendNG-BOF_netto_emiss_min,BF-BlendNG-BOF_netto_emiss_Q1,BF-BlendNG-BOF_netto_emiss_mean,BF-BlendNG-BOF_netto_emiss_Q3,BF-BlendNG-BOF_netto_emiss_max,fringe_a_min,fringe_a_Q1,fringe_a_mean,fringe_a_Q3,fringe_a_max,fringe_b_min,fringe_b_Q1,fringe_b_mean,fringe_b_Q3,fringe_b_max,fringe_g_min,fringe_g_Q1,fringe_g_mean,fringe_g_Q3,fringe_g_max,fringe_bank_min,fringe_bank_Q1,fringe_bank_mean,fringe_bank_Q3,fringe_bank_max,fringe_netto_emiss_min,fringe_netto_emiss_Q1,fringe_netto_emiss_mean,fringe_netto_emiss_Q3,fringe_netto_emiss_max
2034,61.0954,191.33290000000002,232.70015,277.747775,368.6103,314.9315,546.186775,613.9873500000001,673.261825,829.3269,0.0,0.0,0.0,0.0,197.9509,0.0,0.0,0.0,0.0,0.0,107.0005,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.9509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.9998,106.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.3732,175.3893,0.0,0.0,0.0,0.0,107.0001,107.0099,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.3732,175.3893,226.2795,708.6401249999999,861.8519,1028.6954,1365.2235,522.7689,545.343175,545.35355,720.72,720.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.265975,1616.7806,615.7347,661.26405,700.5236,720.72,721.9717
2035,70.6954,204.72622500000003,244.8063,294.2134,385.076,336.7297,572.79035,638.4811,710.395675,861.5504,0.0,0.0,0.0,0.0,197.9507,0.0,0.0,0.0,0.0,0.0,107.0004,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.9507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.73065,106.9998,106.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.372875,175.3902,0.0,0.0,0.0,0.0,106.999875,107.0105,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.372875,175.3902,261.8352,758.24495,906.6899,1089.6794,1426.2075,461.7851,484.362325,636.3485000000001,659.736,659.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.29862499999996,1397.2303,555.6387,601.842075,659.736,659.736,681.3355
2036,84.5653,219.05705,254.95729999999998,310.67909999999995,401.5417,366.5082,601.02355,656.5302999999999,742.2481500000001,893.4298,0.0,0.0,0.0,0.0,197.9517,0.0,0.0,0.0,0.0,0.0,107.0009,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.9517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.9998,106.9998,106.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.3729,175.4772,0.0,0.0,0.0,0.0,106.9999,107.0636,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.3729,175.4772,313.205,811.322125,944.28635,1150.6634,1487.1915,400.8,423.378775,598.752,598.752,598.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.425225,1168.0646,490.8265,542.808325,598.752,598.752,629.9658
2037,103.9915,234.3911,271.423,327.14480000000003,418.0074,406.648,630.99585,679.93965,775.457075,925.1895,0.0,0.0,0.0,0.0,197.9507,0.0,0.0,0.0,0.0,0.0,107.0004,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.9507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.9998,106.9998,106.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.735025,175.3763,0.0,0.0,0.0,0.0,33.3954,107.002,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.735025,175.3763,385.1533,868.1145999999999,1005.27035,1211.6474,1548.1755,339.8172,362.40464999999995,537.768,537.768,537.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.360675,949.8643,437.0608,489.7013,537.768,537.768,558.0175
2038,129.2507,248.904825,287.8887,343.6105,434.4731,457.6626,659.720375,713.6128,809.402325,956.8894,0.0,0.0,0.0,0.0,197.9493,0.0,0.0,0.0,0.0,0.0,106.9996,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.9493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.436925,106.9998,106.9998,106.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7024,175.3764,0.0,0.0,0.0,0.0,18.122225,107.002,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7024,175.3764,478.706,921.8692000000001,1066.25435,1272.6314,1609.1595,278.8348,336.554125,476.784,476.784,476.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.20230000000001,764.2344,380.0402,447.0816,476.784,476.784,476.784
2039,157.8683,263.54717500000004,304.35434999999995,360.07617500000003,450.9387,515.2838,688.322775,747.2373,842.19405,988.5071,0.0,0.0,0.0,0.0,181.4858,0.0,0.0,0.0,0.0,0.0,98.1004,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.4858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.74995,106.9998,106.9998,106.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.817175,175.4071,0.0,0.0,0.0,0.0,6.59985,107.0208,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.817175,175.4071,584.6643,976.099725,1127.23835,1333.6154,1670.1435,219.9852,284.2794,415.8,415.8,415.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.7131,314.4407,372.8298,415.8,415.8,415.8
2040,182.9782,273.54365,320.82005000000004,376.5418,467.4044,561.8375,707.2598500000001,781.2277,874.6829749999999,1020.0893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.4769,106.9998,106.9998,106.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.35925,175.3739,0.0,0.0,0.0,0.0,18.523049999999998,107.0006,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.35925,175.3739,677.7056,1013.124675,1188.22235,1394.5994,1731.1275,179.4416,324.45675,354.816,354.816,354.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.8408,247.5824,324.45675,354.816,354.816,354.816
2041,206.2215,281.813125,337.2857,393.0075,483.8701,605.1721,727.3585,815.1279,907.0087,1051.6251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.9986,106.9998,106.9998,106.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002775,175.3734,0.0,0.0,0.0,0.0,0.001725,107.0003,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002775,175.3734,763.7877,1043.7522,1249.20635,1455.5834,1792.1115,118.4583,293.82915,293.832,293.832,293.832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.9915,179.383,293.82915,293.832,293.832,293.832
2042,224.1663,298.27799999999996,353.75149999999996,409.4732,500.3358,639.9269,756.305125,852.2784,939.0272500000001,1082.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.9998,106.9998,106.9998,106.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,175.3737,0.0,0.0,0.0,0.0,0.0003,107.0004,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,175.3737,830.247,1104.733425,1310.19085,1516.5674,1853.0955,57.4739,232.8475,232.848,232.848,232.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.563,112.9237,232.8475,232.848,232.848,232.848
2043,239.858,314.7437,370.21709999999996,425.93899999999996,516.8015,671.096,791.5877249999999,884.6387,976.042225,1114.1121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.9998,106.9998,106.9998,106.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0005,175.3735,0.0,0.0,0.0,0.0003,0.0003,107.0003,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0005,175.3735,888.3643,1165.7174249999998,1371.1743999999999,1577.5519,1914.0795,-3.5097,171.8635,171.8635,171.864,171.864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.2687,54.8064,171.8635,171.8635,171.864,171.864
2044,256.648,331.20939999999996,386.68275,442.40457499999997,533.2672,704.1742,824.8095,914.03455,1005.0408,1154.5809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.9998,106.9998,106.9998,106.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.3732,0.0,0.0,0.0,0.0,0.0,107.0001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.3732,943.1708,1226.701425,1432.15835,1638.5354,1975.0635,-64.4934,110.88,110.88,110.88,110.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.7987,0.0,110.88,110.88,110.88,110.88
2045,274.6134,347.68155,403.15295000000003,458.873375,549.7344,739.2901,859.020025,949.93325,1041.25575,1188.8557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.9998,106.9998,106.9998,106.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0011,0.00165,175.3739,0.0,0.0,0.0006,0.0007,0.000975,107.0006,-0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0011,0.00165,175.3739,943.1708,1287.70935,1493.15915,1699.5309,2036.0533,-125.4783,49.893675,49.8944,49.8947,49.8958,0.0,0.0,0.0,0.0,0.0,0.0,0.009649999999999999,0.01335,0.017625000000000002,175.3459,0.0,49.871975,49.8808,49.8845,49.8903
2046,293.8364,372.019,431.37315,490.993625,588.2143,776.5804,904.6925249999999,1001.96965,1099.684675,1259.0233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.9998,106.9998,106.9998,106.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0013,0.0015,175.356,0.0,0.0,0.0006,0.0008,0.0009,106.9897,-0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0013,0.0015,175.356,943.1708,1337.5814249999999,1543.03835,1749.4153999999999,2085.9435,-175.3459,-0.0022,-0.0018,-0.001425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.011349999999999999,0.014875000000000001,0.0486,0.0,0.0,0.0,0.0,0.0
2047,313.4965,398.0598,461.5685,525.362,629.3873,811.7987,953.272875,1057.3593999999998,1161.9143,1332.4059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.9998,106.9998,106.9998,106.9998,106.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0014,0.0016,0.0045,0.0,0.0,0.0006,0.0009,0.001,0.0027,-0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0014,0.0016,0.0045,943.1708,1337.5814249999999,1543.03835,1749.4153999999999,2085.9435,-0.0064,-0.0024,-0.0021,-0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.00925,0.012374999999999999,0.0422,0.0,0.0,0.0,0.0,0.0
2048,330.0954,425.92327499999993,493.8773,562.1359,673.4419,847.1602,1000.6926249999999,1116.33135,1228.2048,1404.9936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.9998,106.9998,106.9998,106.9998,106.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0016,0.0048,0.0,0.0,0.0,0.0007,0.001,0.003,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0016,0.0048,943.1708,1337.5814249999999,1543.03835,1749.4153999999999,2085.9435,-0.007,-0.0025,-0.0019,-0.001,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.00675,0.011475,0.0352,0.0,0.0,0.0,0.0,0.0
2049,353.1592,455.73715000000004,528.44745,601.483375,720.579,879.2855,1059.3901,1179.1302500000002,1295.742,1494.0268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.9998,106.9998,106.9998,106.9998,106.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00145,0.002,0.0052,0.0,0.0,0.0,0.0009500000000000001,0.0012,0.0032,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00145,0.002,0.0052,943.1708,1337.5814249999999,1543.03835,1749.4153999999999,2085.9435,-0.0076,-0.003,-0.00255,-0.0011,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0038,0.008275,0.0276,0.0,0.0,0.0,0.0,0.0
2050,377.8471,487.63779999999997,565.43685,643.5840999999999,725.3048,918.2034,1118.5081500000001,1245.7084,1374.10025,1505.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.9998,106.9998,106.9998,106.9998,106.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0025,0.0057,0.0,0.0,0.0,0.0013,0.0015,0.0035,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0025,0.0057,943.1708,1337.5814249999999,1543.03835,1749.4153999999999,2085.9435,-0.0083,-0.0038,-0.0034,-0.0013,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047,0.0193,0.0,0.0,0.0,0.0,0.0
2051,404.2596,521.7709,605.014,656.4329749999999,723.7295,970.3549,1180.839125,1316.6417000000001,1394.8139,1509.4057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.9998,106.9998,106.9998,106.9998,106.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0063,0.0,0.0,0.0,0.0,0.0019,0.0038,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0063,943.1708,1337.5814249999999,1543.03835,1749.4153999999999,2085.9435,-0.0091,-0.0047,-0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102,0.0,0.0,0.0,0.0,0.0
2052,432.4971,555.4390249999999,608.80355,655.21185,722.1175,1030.8177,1240.82705,1322.97125,1399.4352,1513.4905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.9998,106.9998,106.9998,106.9998,106.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0043,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,943.1708,1337.5814249999999,1543.03835,1749.4153999999999,2085.9435,-0.0102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2053,462.6846,558.226225,607.7358999999999,653.9563499999999,720.3819,1093.8352,1246.9524999999999,1327.9157,1404.1511500000001,1517.5154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.9998,106.9998,106.9998,106.9998,106.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943.1708,1337.5814249999999,1543.03835,1749.4153999999999,2085.9435,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2054,489.9078,557.2915,606.6333500000001,652.6635,718.5324,1140.6955,1252.28375,1332.96005,1408.942225,1521.4025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.9998,106.9998,106.9998,106.9998,106.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943.1708,1337.5814249999999,1543.03835,1749.4153999999999,2085.9435,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2055,495.3766,556.3234,605.5025,651.2377749999999,716.6894,1156.3167,1257.701325,1338.1168499999999,1413.65725,1524.9711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.9998,106.9998,106.9998,106.9998,106.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943.1708,1337.5814249999999,1543.03835,1749.4153999999999,2085.9435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2056,501.1251,555.322825,604.3295499999999,649.7763749999999,714.861,1173.0756,1263.21275,1343.3403,1418.4550250000002,1528.5156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.9998,106.9998,106.9998,106.9998,106.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943.1708,1337.5814249999999,1543.03835,1749.4153999999999,2085.9435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
