Y,λ_ets_min,λ_ets_Q1,λ_ets_mean,λ_ets_Q3,λ_ets_max,λ_product_min,λ_product_Q1,λ_product_mean,λ_product_Q3,λ_product_max,BF-BOF_b_min,BF-BOF_b_Q1,BF-BOF_b_mean,BF-BOF_b_Q3,BF-BOF_b_max,BF-BOF_cap,BF-BOF_g_min,BF-BOF_g_Q1,BF-BOF_g_mean,BF-BOF_g_Q3,BF-BOF_g_max,BF-BOF_bank_min,BF-BOF_bank_Q1,BF-BOF_bank_mean,BF-BOF_bank_Q3,BF-BOF_bank_max,BF-BOF_netto_emiss_min,BF-BOF_netto_emiss_Q1,BF-BOF_netto_emiss_mean,BF-BOF_netto_emiss_Q3,BF-BOF_netto_emiss_max,BF-BlendH2-BOF_b_min,BF-BlendH2-BOF_b_Q1,BF-BlendH2-BOF_b_mean,BF-BlendH2-BOF_b_Q3,BF-BlendH2-BOF_b_max,BF-BlendH2-BOF_cap,BF-BlendH2-BOF_g_min,BF-BlendH2-BOF_g_Q1,BF-BlendH2-BOF_g_mean,BF-BlendH2-BOF_g_Q3,BF-BlendH2-BOF_g_max,BF-BlendH2-BOF_bank_min,BF-BlendH2-BOF_bank_Q1,BF-BlendH2-BOF_bank_mean,BF-BlendH2-BOF_bank_Q3,BF-BlendH2-BOF_bank_max,BF-BlendH2-BOF_netto_emiss_min,BF-BlendH2-BOF_netto_emiss_Q1,BF-BlendH2-BOF_netto_emiss_mean,BF-BlendH2-BOF_netto_emiss_Q3,BF-BlendH2-BOF_netto_emiss_max,HDRI-EAF_b_min,HDRI-EAF_b_Q1,HDRI-EAF_b_mean,HDRI-EAF_b_Q3,HDRI-EAF_b_max,HDRI-EAF_cap,HDRI-EAF_g_min,HDRI-EAF_g_Q1,HDRI-EAF_g_mean,HDRI-EAF_g_Q3,HDRI-EAF_g_max,HDRI-EAF_bank_min,HDRI-EAF_bank_Q1,HDRI-EAF_bank_mean,HDRI-EAF_bank_Q3,HDRI-EAF_bank_max,HDRI-EAF_netto_emiss_min,HDRI-EAF_netto_emiss_Q1,HDRI-EAF_netto_emiss_mean,HDRI-EAF_netto_emiss_Q3,HDRI-EAF_netto_emiss_max,BF-BlendNG-BOF_b_min,BF-BlendNG-BOF_b_Q1,BF-BlendNG-BOF_b_mean,BF-BlendNG-BOF_b_Q3,BF-BlendNG-BOF_b_max,BF-BlendNG-BOF_cap,BF-BlendNG-BOF_g_min,BF-BlendNG-BOF_g_Q1,BF-BlendNG-BOF_g_mean,BF-BlendNG-BOF_g_Q3,BF-BlendNG-BOF_g_max,BF-BlendNG-BOF_bank_min,BF-BlendNG-BOF_bank_Q1,BF-BlendNG-BOF_bank_mean,BF-BlendNG-BOF_bank_Q3,BF-BlendNG-BOF_bank_max,BF-BlendNG-BOF_netto_emiss_min,BF-BlendNG-BOF_netto_emiss_Q1,BF-BlendNG-BOF_netto_emiss_mean,BF-BlendNG-BOF_netto_emiss_Q3,BF-BlendNG-BOF_netto_emiss_max,fringe_b_min,fringe_b_Q1,fringe_b_mean,fringe_b_Q3,fringe_b_max,fringe_e_min,fringe_e_Q1,fringe_e_mean,fringe_e_Q3,fringe_e_max,fringe_g_min,fringe_g_Q1,fringe_g_mean,fringe_g_Q3,fringe_g_max,fringe_π_MAC_min,fringe_π_MAC_Q1,fringe_π_MAC_mean,fringe_π_MAC_Q3,fringe_π_MAC_max,fringe_bank_min,fringe_bank_Q1,fringe_bank_mean,fringe_bank_Q3,fringe_bank_max,fringe_netto_emiss_min,fringe_netto_emiss_Q1,fringe_netto_emiss_mean,fringe_netto_emiss_Q3,fringe_netto_emiss_max
2024,0.0,63.799475,94.68865,126.31065000000001,235.9733,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,139.4602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.4602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.4602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.4602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.4602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.4602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.4602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.4602,0.0,0.0,0.0,0.0,0.0,828.1593,1386.0,1386.0,1386.0,1386.0,864.7997,1140.768625,1218.02225,1297.1087,1505.0358,0.0,0.0,0.0,0.0,0.0,0.0,7044.730925,15517.391650000001,27615.057399999998,96371.3945,992.7007,1187.641675,1274.5711999999999,1350.058525,1506.9899,864.7997,1140.768625,1218.02225,1297.1087,1505.0358
2025,0.0001,71.58892499999999,103.3082,135.779925,252.4914,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,79.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,948.4721,1266.804,1266.804,1266.804,1266.804,864.7982,1111.9187749999999,1186.09815,1262.0373000000002,1443.8576,0.0,0.0,0.0,0.0,0.0,0.0,8289.664975,17262.6855,29822.873324999997,103117.3921,815.6471,1192.67605,1357.30815,1498.3094,1815.4141,864.7982,1111.9187749999999,1186.09815,1262.0373000000002,1443.8576
2026,0.8774,79.72364999999999,112.23995,145.527625,270.1658,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,1207.206,1207.206,1207.206,1207.206,1207.2994,861.2519,1081.79015,1153.01755,1225.9347750000002,1378.3969,0.0,0.0,0.0,0.0,0.0,1.3873,9608.042025,19043.63805,32017.09945,110335.6096,644.4562,1186.66575,1414.60855,1631.76665,2088.2588,861.2519,1081.79015,1153.01755,1225.9347750000002,1378.3969
2027,7.0522,88.189075,121.4705,155.714575,289.0774,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,1147.6074,1147.608,1147.6086,1147.6087,1147.609,838.6818,1050.434225,1118.8273,1188.2054,1308.3539,0.0,0.0,0.0,0.0,0.0,70.2566,10987.835175,20845.809549999998,34258.29755,118059.1022,483.7104,1146.068325,1443.3899000000001,1734.443325,2326.9952,838.6818,1050.434225,1118.8273,1188.2054,1308.3539
2028,13.5606,96.97325,130.98955,166.614575,309.3128,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,1086.624,1086.624,1086.6247,1086.6248,1086.6248,814.5715,1017.89895,1083.5702999999999,1147.834975,1233.4079,0.0,0.0,0.0,0.0,0.0,242.8374,12416.656275000001,22655.2257,36656.377625,126323.2394,336.9265,1084.857375,1446.4443999999999,1803.1691500000002,2531.6496,814.5715,1017.89895,1083.5702999999999,1147.834975,1233.4079
2029,20.4667,106.063625,140.78555,178.27755,330.9647,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,1025.64,1025.64,1025.6406,1025.6407,1025.6407,788.9949,984.2312499999999,1047.28925,1104.638625,1156.3009,0.0,0.0,0.0,0.0,0.0,516.9267,13881.864225000001,24458.2995,39222.32355,135165.8661,209.3509,1005.8587500000001,1424.7959,1844.5785999999998,2703.5784,788.9949,984.2312499999999,1047.28925,1104.638625,1156.3009
2030,27.7528,115.4474,150.8469,190.757025,354.1323,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,964.656,964.656,964.6565,964.6566,964.6567,762.0095,949.4765500000001,1010.0252,1058.418475,1085.4497,0.0,0.0,0.0,0.0,0.0,888.2886,15370.863525,26242.08575,41967.8862,144627.4768,106.5969,912.096275,1379.42735,1859.7586500000002,2844.084,762.0095,949.4765500000001,1010.0252,1058.418475,1085.4497
2031,35.4041,125.112875,161.40744999999998,204.11,378.9215,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,903.672,903.672,903.672,903.6725,903.6726,733.6711,913.67805,970.91565,1001.3533249999999,1020.1808,0.0,0.0,0.0,0.0,0.0,1351.0159,16871.3586,28079.1095,44905.638225,154751.4001,34.671,806.8052500000001,1312.1837,1849.753175,2954.4166,733.6711,913.67805,970.91565,1001.3533249999999,1020.1808
2032,43.2871,134.93,172.70595,218.3977,405.446,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,842.6876,842.688,842.688,842.6884749999999,842.6885,704.4749,877.118475,919.6166499999999,945.9289,958.5208,0.0,0.0,0.0,0.0,0.0,1887.4824,18339.10515,30044.6472,48049.032975,165583.9982,0.0,693.4477499999999,1225.8024,1815.1231500000001,3035.336,704.4749,877.118475,919.6166499999999,945.9289,958.5208
2033,50.8563,144.37630000000001,184.7954,233.68554999999998,431.2729,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0431,0.0,0.0,0.0,0.0,0.0,781.704,781.704,781.704,781.704,781.7045,676.4406,823.4556749999999,870.4543,893.2248500000001,899.5463,0.0,0.0,0.0,0.0,0.0,2434.8412,19622.8882,32147.7725,51412.46527500001,175094.6081,0.0,575.7277750000001,1123.2128,1754.491325,3085.5856,676.4406,823.4556749999999,870.4543,893.2248500000001,899.5463
