Y,λ_ets_min,λ_ets_Q1,λ_ets_mean,λ_ets_Q3,λ_ets_max,λ_product_min,λ_product_Q1,λ_product_mean,λ_product_Q3,λ_product_max,BF-BOF_b_min,BF-BOF_b_Q1,BF-BOF_b_mean,BF-BOF_b_Q3,BF-BOF_b_max,BF-BOF_cap,BF-BOF_g_min,BF-BOF_g_Q1,BF-BOF_g_mean,BF-BOF_g_Q3,BF-BOF_g_max,BF-BOF_bank_min,BF-BOF_bank_Q1,BF-BOF_bank_mean,BF-BOF_bank_Q3,BF-BOF_bank_max,BF-BOF_netto_emiss_min,BF-BOF_netto_emiss_Q1,BF-BOF_netto_emiss_mean,BF-BOF_netto_emiss_Q3,BF-BOF_netto_emiss_max,BF-BOF-CC_b_min,BF-BOF-CC_b_Q1,BF-BOF-CC_b_mean,BF-BOF-CC_b_Q3,BF-BOF-CC_b_max,BF-BOF-CC_cap,BF-BOF-CC_g_min,BF-BOF-CC_g_Q1,BF-BOF-CC_g_mean,BF-BOF-CC_g_Q3,BF-BOF-CC_g_max,BF-BOF-CC_bank_min,BF-BOF-CC_bank_Q1,BF-BOF-CC_bank_mean,BF-BOF-CC_bank_Q3,BF-BOF-CC_bank_max,BF-BOF-CC_netto_emiss_min,BF-BOF-CC_netto_emiss_Q1,BF-BOF-CC_netto_emiss_mean,BF-BOF-CC_netto_emiss_Q3,BF-BOF-CC_netto_emiss_max,HDRI-EAF_b_min,HDRI-EAF_b_Q1,HDRI-EAF_b_mean,HDRI-EAF_b_Q3,HDRI-EAF_b_max,HDRI-EAF_cap,HDRI-EAF_g_min,HDRI-EAF_g_Q1,HDRI-EAF_g_mean,HDRI-EAF_g_Q3,HDRI-EAF_g_max,HDRI-EAF_bank_min,HDRI-EAF_bank_Q1,HDRI-EAF_bank_mean,HDRI-EAF_bank_Q3,HDRI-EAF_bank_max,HDRI-EAF_netto_emiss_min,HDRI-EAF_netto_emiss_Q1,HDRI-EAF_netto_emiss_mean,HDRI-EAF_netto_emiss_Q3,HDRI-EAF_netto_emiss_max,trader_b_min,trader_b_Q1,trader_b_mean,trader_b_Q3,trader_b_max,trader_g_min,trader_g_Q1,trader_g_mean,trader_g_Q3,trader_g_max,trader_bank_min,trader_bank_Q1,trader_bank_mean,trader_bank_Q3,trader_bank_max,trader_netto_emiss_min,trader_netto_emiss_Q1,trader_netto_emiss_mean,trader_netto_emiss_Q3,trader_netto_emiss_max,BF-BlendNG-BOF_b_min,BF-BlendNG-BOF_b_Q1,BF-BlendNG-BOF_b_mean,BF-BlendNG-BOF_b_Q3,BF-BlendNG-BOF_b_max,BF-BlendNG-BOF_cap,BF-BlendNG-BOF_g_min,BF-BlendNG-BOF_g_Q1,BF-BlendNG-BOF_g_mean,BF-BlendNG-BOF_g_Q3,BF-BlendNG-BOF_g_max,BF-BlendNG-BOF_bank_min,BF-BlendNG-BOF_bank_Q1,BF-BlendNG-BOF_bank_mean,BF-BlendNG-BOF_bank_Q3,BF-BlendNG-BOF_bank_max,BF-BlendNG-BOF_netto_emiss_min,BF-BlendNG-BOF_netto_emiss_Q1,BF-BlendNG-BOF_netto_emiss_mean,BF-BlendNG-BOF_netto_emiss_Q3,BF-BlendNG-BOF_netto_emiss_max,NG-DRI-CC_b_min,NG-DRI-CC_b_Q1,NG-DRI-CC_b_mean,NG-DRI-CC_b_Q3,NG-DRI-CC_b_max,NG-DRI-CC_cap,NG-DRI-CC_g_min,NG-DRI-CC_g_Q1,NG-DRI-CC_g_mean,NG-DRI-CC_g_Q3,NG-DRI-CC_g_max,NG-DRI-CC_bank_min,NG-DRI-CC_bank_Q1,NG-DRI-CC_bank_mean,NG-DRI-CC_bank_Q3,NG-DRI-CC_bank_max,NG-DRI-CC_netto_emiss_min,NG-DRI-CC_netto_emiss_Q1,NG-DRI-CC_netto_emiss_mean,NG-DRI-CC_netto_emiss_Q3,NG-DRI-CC_netto_emiss_max,NGDRI-EAF_b_min,NGDRI-EAF_b_Q1,NGDRI-EAF_b_mean,NGDRI-EAF_b_Q3,NGDRI-EAF_b_max,NGDRI-EAF_cap,NGDRI-EAF_g_min,NGDRI-EAF_g_Q1,NGDRI-EAF_g_mean,NGDRI-EAF_g_Q3,NGDRI-EAF_g_max,NGDRI-EAF_bank_min,NGDRI-EAF_bank_Q1,NGDRI-EAF_bank_mean,NGDRI-EAF_bank_Q3,NGDRI-EAF_bank_max,NGDRI-EAF_netto_emiss_min,NGDRI-EAF_netto_emiss_Q1,NGDRI-EAF_netto_emiss_mean,NGDRI-EAF_netto_emiss_Q3,NGDRI-EAF_netto_emiss_max,fringe_b_min,fringe_b_Q1,fringe_b_mean,fringe_b_Q3,fringe_b_max,fringe_e_min,fringe_e_Q1,fringe_e_mean,fringe_e_Q3,fringe_e_max,fringe_g_min,fringe_g_Q1,fringe_g_mean,fringe_g_Q3,fringe_g_max,fringe_π_MAC_min,fringe_π_MAC_Q1,fringe_π_MAC_mean,fringe_π_MAC_Q3,fringe_π_MAC_max,fringe_bank_min,fringe_bank_Q1,fringe_bank_mean,fringe_bank_Q3,fringe_bank_max,fringe_netto_emiss_min,fringe_netto_emiss_Q1,fringe_netto_emiss_mean,fringe_netto_emiss_Q3,fringe_netto_emiss_max
2024,110.1385,110.1385,110.1385,110.1385,110.1385,450.6486,450.6486,450.6486,450.6486,450.6486,1.6999,1.6999,1.6999,1.6999,1.6999,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.6999,1.6999,1.6999,1.6999,1.6999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.4301,-15.4301,-15.4301,-15.4301,-15.4301,0.0,0.0,0.0,0.0,0.0,1096.3064,1096.3064,1096.3064,1096.3064,1096.3064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1399.7293,1399.7293,1399.7293,1399.7293,1399.7293,1399.7293,1399.7293,1399.7293,1399.7293,1399.7293,0.0,0.0,0.0,0.0,0.0,19571.442,19571.442,19571.442,19571.442,19571.442,0.0,0.0,0.0,0.0,0.0,1399.7293,1399.7293,1399.7293,1399.7293,1399.7293
2025,117.8589,117.8589,117.8589,117.8589,117.8589,469.0431,469.0431,469.0431,469.0431,469.0431,1.7001,1.7001,1.7001,1.7001,1.7001,0.0,1.0001,1.0001,1.0001,1.0001,1.0001,0.0,0.0,0.0,0.0,0.0,1.7001,1.7001,1.7001,1.7001,1.7001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0471,285.0471,285.0471,285.0471,285.0471,0.0,0.0,0.0,0.0,0.0,1381.3535,1381.3535,1381.3535,1381.3535,1381.3535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373.0767,1373.0767,1373.0767,1373.0767,1373.0767,1373.0767,1373.0767,1373.0767,1373.0767,1373.0767,0.0,0.0,0.0,0.0,0.0,20944.9136,20944.9136,20944.9136,20944.9136,20944.9136,0.0,0.0,0.0,0.0,0.0,1373.0767,1373.0767,1373.0767,1373.0767,1373.0767
2026,126.1201,126.1201,126.1201,126.1201,126.1201,488.4609,488.4609,488.4609,488.4609,488.4609,1.7,1.7,1.7,1.7,1.7,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.7,1.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.4815,235.4815,235.4815,235.4815,235.4815,0.0,0.0,0.0,0.0,0.0,1616.835,1616.835,1616.835,1616.835,1616.835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1344.5543,1344.5543,1344.5543,1344.5543,1344.5543,1344.5543,1344.5543,1344.5543,1344.5543,1344.5543,0.0,0.0,0.0,0.0,0.0,22414.9445,22414.9445,22414.9445,22414.9445,22414.9445,0.0,0.0,0.0,0.0,0.0,1344.5543,1344.5543,1344.5543,1344.5543,1344.5543
2027,134.9609,134.9609,134.9609,134.9609,134.9609,508.9718,508.9718,508.9718,508.9718,508.9718,1.7,1.7,1.7,1.7,1.7,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.7,1.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.9163,187.9163,187.9163,187.9163,187.9163,0.0,0.0,0.0,0.0,0.0,1804.7513,1804.7513,1804.7513,1804.7513,1804.7513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1314.0318,1314.0318,1314.0318,1314.0318,1314.0318,1314.0318,1314.0318,1314.0318,1314.0318,1314.0318,0.0,0.0,0.0,0.0,0.0,23988.2421,23988.2421,23988.2421,23988.2421,23988.2421,0.0,0.0,0.0,0.0,0.0,1314.0318,1314.0318,1314.0318,1314.0318,1314.0318
2028,144.4209,144.4209,144.4209,144.4209,144.4209,530.6442,530.6442,530.6442,530.6442,530.6442,1.7,1.7,1.7,1.7,1.7,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.7,1.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.6755,140.6755,140.6755,140.6755,140.6755,0.0,0.0,0.0,0.0,0.0,1945.4268,1945.4268,1945.4268,1945.4268,1945.4268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1281.3684,1281.3684,1281.3684,1281.3684,1281.3684,1281.3684,1281.3684,1281.3684,1281.3684,1281.3684,0.0,0.0,0.0,0.0,0.0,25672.122,25672.122,25672.122,25672.122,25672.122,0.0,0.0,0.0,0.0,0.0,1281.3684,1281.3684,1281.3684,1281.3684,1281.3684
2029,154.4721,154.4721,154.4721,154.4721,154.4721,549.0933,549.0933,549.0933,549.0933,549.0933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5101,0.5101,0.5101,0.5101,0.5101,1.0002,1.0002,1.0002,1.0002,1.0002,1.0002,0.0,0.0,0.0,0.0,0.0,0.5101,0.5101,0.5101,0.5101,0.5101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.6672,96.6672,96.6672,96.6672,96.6672,0.0,0.0,0.0,0.0,0.0,2042.0939,2042.0939,2042.0939,2042.0939,2042.0939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.6634,1246.6634,1246.6634,1246.6634,1246.6634,1246.6634,1246.6634,1246.6634,1246.6634,1246.6634,0.0,0.0,0.0,0.0,0.0,27448.6587,27448.6587,27448.6587,27448.6587,27448.6587,0.0,0.0,0.0,0.0,0.0,1246.6634,1246.6634,1246.6634,1246.6634,1246.6634
2030,165.2942,165.2942,165.2942,165.2942,165.2942,561.4313,561.4313,561.4313,561.4313,561.4313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5101,0.5101,0.5101,0.5101,0.5101,0.0,1.0002,1.0002,1.0002,1.0002,1.0002,0.0,0.0,0.0,0.0,0.0,0.5101,0.5101,0.5101,0.5101,0.5101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.5776,53.5776,53.5776,53.5776,53.5776,0.0,0.0,0.0,0.0,0.0,2095.6716,2095.6716,2095.6716,2095.6716,2095.6716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1209.3083,1209.3083,1209.3083,1209.3083,1209.3083,1209.3083,1209.3083,1209.3083,1209.3083,1209.3083,0.0,0.0,0.0,0.0,0.0,29372.2745,29372.2745,29372.2745,29372.2745,29372.2745,0.0,0.0,0.0,0.0,0.0,1209.3083,1209.3083,1209.3083,1209.3083,1209.3083
2031,176.863,176.863,176.863,176.863,176.863,575.2419,575.2419,575.2419,575.2419,575.2419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5101,0.5101,0.5101,0.5101,0.5101,0.0,1.0002,1.0002,1.0002,1.0002,1.0002,0.0,0.0,0.0,0.0,0.0,0.5101,0.5101,0.5101,0.5101,0.5101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6617,13.6617,13.6617,13.6617,13.6617,0.0,0.0,0.0,0.0,0.0,2109.3333,2109.3333,2109.3333,2109.3333,2109.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1169.3486,1169.3486,1169.3486,1169.3486,1169.3486,1169.3486,1169.3486,1169.3486,1169.3486,1169.3486,0.0,0.0,0.0,0.0,0.0,31429.5025,31429.5025,31429.5025,31429.5025,31429.5025,0.0,0.0,0.0,0.0,0.0,1169.3486,1169.3486,1169.3486,1169.3486,1169.3486
2032,189.2467,189.2467,189.2467,189.2467,189.2467,593.3966,593.3966,593.3966,593.3966,593.3966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5101,0.5101,0.5101,0.5101,0.5101,0.0,1.0002,1.0002,1.0002,1.0002,1.0002,0.0,0.0,0.0,0.0,0.0,0.5101,0.5101,0.5101,0.5101,0.5101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.4773,-23.4773,-23.4773,-23.4773,-23.4773,0.0,0.0,0.0,0.0,0.0,2085.856,2085.856,2085.856,2085.856,2085.856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1126.5951,1126.5951,1126.5951,1126.5951,1126.5951,1126.5951,1126.5951,1126.5951,1126.5951,1126.5951,0.0,0.0,0.0,0.0,0.0,33630.383,33630.383,33630.383,33630.383,33630.383,0.0,0.0,0.0,0.0,0.0,1126.5951,1126.5951,1126.5951,1126.5951,1126.5951
2033,202.5041,202.5041,202.5041,202.5041,202.5041,612.3452,612.3452,612.3452,612.3452,612.3452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5101,0.5101,0.5101,0.5101,0.5101,0.0,1.0002,1.0002,1.0002,1.0002,1.0002,0.0,0.0,0.0,0.0,0.0,0.5101,0.5101,0.5101,0.5101,0.5101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.6127,-57.6127,-57.6127,-57.6127,-57.6127,0.0,0.0,0.0,0.0,0.0,2028.2433,2028.2433,2028.2433,2028.2433,2028.2433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.8349,1080.8349,1080.8349,1080.8349,1080.8349,1080.8349,1080.8349,1080.8349,1080.8349,1080.8349,0.0,0.0,0.0,0.0,0.0,35986.7528,35986.7528,35986.7528,35986.7528,35986.7528,0.0,0.0,0.0,0.0,0.0,1080.8349,1080.8349,1080.8349,1080.8349,1080.8349
