Y,λ_ets_min,λ_ets_Q1,λ_ets_mean,λ_ets_Q3,λ_ets_max,λ_product_min,λ_product_Q1,λ_product_mean,λ_product_Q3,λ_product_max,BF-BOF_b_min,BF-BOF_b_Q1,BF-BOF_b_mean,BF-BOF_b_Q3,BF-BOF_b_max,BF-BOF_cap,BF-BOF_g_min,BF-BOF_g_Q1,BF-BOF_g_mean,BF-BOF_g_Q3,BF-BOF_g_max,BF-BOF_bank_min,BF-BOF_bank_Q1,BF-BOF_bank_mean,BF-BOF_bank_Q3,BF-BOF_bank_max,BF-BOF_netto_emiss_min,BF-BOF_netto_emiss_Q1,BF-BOF_netto_emiss_mean,BF-BOF_netto_emiss_Q3,BF-BOF_netto_emiss_max,BF-BOF-CC_b_min,BF-BOF-CC_b_Q1,BF-BOF-CC_b_mean,BF-BOF-CC_b_Q3,BF-BOF-CC_b_max,BF-BOF-CC_cap,BF-BOF-CC_g_min,BF-BOF-CC_g_Q1,BF-BOF-CC_g_mean,BF-BOF-CC_g_Q3,BF-BOF-CC_g_max,BF-BOF-CC_bank_min,BF-BOF-CC_bank_Q1,BF-BOF-CC_bank_mean,BF-BOF-CC_bank_Q3,BF-BOF-CC_bank_max,BF-BOF-CC_netto_emiss_min,BF-BOF-CC_netto_emiss_Q1,BF-BOF-CC_netto_emiss_mean,BF-BOF-CC_netto_emiss_Q3,BF-BOF-CC_netto_emiss_max,HDRI-EAF_b_min,HDRI-EAF_b_Q1,HDRI-EAF_b_mean,HDRI-EAF_b_Q3,HDRI-EAF_b_max,HDRI-EAF_cap,HDRI-EAF_g_min,HDRI-EAF_g_Q1,HDRI-EAF_g_mean,HDRI-EAF_g_Q3,HDRI-EAF_g_max,HDRI-EAF_bank_min,HDRI-EAF_bank_Q1,HDRI-EAF_bank_mean,HDRI-EAF_bank_Q3,HDRI-EAF_bank_max,HDRI-EAF_netto_emiss_min,HDRI-EAF_netto_emiss_Q1,HDRI-EAF_netto_emiss_mean,HDRI-EAF_netto_emiss_Q3,HDRI-EAF_netto_emiss_max,trader_b_min,trader_b_Q1,trader_b_mean,trader_b_Q3,trader_b_max,trader_g_min,trader_g_Q1,trader_g_mean,trader_g_Q3,trader_g_max,trader_bank_min,trader_bank_Q1,trader_bank_mean,trader_bank_Q3,trader_bank_max,trader_netto_emiss_min,trader_netto_emiss_Q1,trader_netto_emiss_mean,trader_netto_emiss_Q3,trader_netto_emiss_max,BF-BlendNG-BOF_b_min,BF-BlendNG-BOF_b_Q1,BF-BlendNG-BOF_b_mean,BF-BlendNG-BOF_b_Q3,BF-BlendNG-BOF_b_max,BF-BlendNG-BOF_cap,BF-BlendNG-BOF_g_min,BF-BlendNG-BOF_g_Q1,BF-BlendNG-BOF_g_mean,BF-BlendNG-BOF_g_Q3,BF-BlendNG-BOF_g_max,BF-BlendNG-BOF_bank_min,BF-BlendNG-BOF_bank_Q1,BF-BlendNG-BOF_bank_mean,BF-BlendNG-BOF_bank_Q3,BF-BlendNG-BOF_bank_max,BF-BlendNG-BOF_netto_emiss_min,BF-BlendNG-BOF_netto_emiss_Q1,BF-BlendNG-BOF_netto_emiss_mean,BF-BlendNG-BOF_netto_emiss_Q3,BF-BlendNG-BOF_netto_emiss_max,NG-DRI-CC_b_min,NG-DRI-CC_b_Q1,NG-DRI-CC_b_mean,NG-DRI-CC_b_Q3,NG-DRI-CC_b_max,NG-DRI-CC_cap,NG-DRI-CC_g_min,NG-DRI-CC_g_Q1,NG-DRI-CC_g_mean,NG-DRI-CC_g_Q3,NG-DRI-CC_g_max,NG-DRI-CC_bank_min,NG-DRI-CC_bank_Q1,NG-DRI-CC_bank_mean,NG-DRI-CC_bank_Q3,NG-DRI-CC_bank_max,NG-DRI-CC_netto_emiss_min,NG-DRI-CC_netto_emiss_Q1,NG-DRI-CC_netto_emiss_mean,NG-DRI-CC_netto_emiss_Q3,NG-DRI-CC_netto_emiss_max,NGDRI-EAF_b_min,NGDRI-EAF_b_Q1,NGDRI-EAF_b_mean,NGDRI-EAF_b_Q3,NGDRI-EAF_b_max,NGDRI-EAF_cap,NGDRI-EAF_g_min,NGDRI-EAF_g_Q1,NGDRI-EAF_g_mean,NGDRI-EAF_g_Q3,NGDRI-EAF_g_max,NGDRI-EAF_bank_min,NGDRI-EAF_bank_Q1,NGDRI-EAF_bank_mean,NGDRI-EAF_bank_Q3,NGDRI-EAF_bank_max,NGDRI-EAF_netto_emiss_min,NGDRI-EAF_netto_emiss_Q1,NGDRI-EAF_netto_emiss_mean,NGDRI-EAF_netto_emiss_Q3,NGDRI-EAF_netto_emiss_max,fringe_b_min,fringe_b_Q1,fringe_b_mean,fringe_b_Q3,fringe_b_max,fringe_e_min,fringe_e_Q1,fringe_e_mean,fringe_e_Q3,fringe_e_max,fringe_g_min,fringe_g_Q1,fringe_g_mean,fringe_g_Q3,fringe_g_max,fringe_π_MAC_min,fringe_π_MAC_Q1,fringe_π_MAC_mean,fringe_π_MAC_Q3,fringe_π_MAC_max,fringe_bank_min,fringe_bank_Q1,fringe_bank_mean,fringe_bank_Q3,fringe_bank_max,fringe_netto_emiss_min,fringe_netto_emiss_Q1,fringe_netto_emiss_mean,fringe_netto_emiss_Q3,fringe_netto_emiss_max
2024,66.9741,66.9741,66.9741,66.9741,66.9741,377.3092,377.3092,377.3092,377.3092,377.3092,181.9613,181.9613,181.9613,181.9613,181.9613,0.0,107.0361,107.0361,107.0361,107.0361,107.0361,0.0,0.0,0.0,0.0,0.0,181.9613,181.9613,181.9613,181.9613,181.9613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-237.8773,-237.8773,-237.8773,-237.8773,-237.8773,0.0,0.0,0.0,0.0,0.0,873.8592,873.8592,873.8592,873.8592,873.8592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1441.879,1441.879,1441.879,1441.879,1441.879,1441.879,1441.879,1441.879,1441.879,1441.879,0.0,0.0,0.0,0.0,0.0,10570.151,10570.151,10570.151,10570.151,10570.151,0.0,0.0,0.0,0.0,0.0,1441.879,1441.879,1441.879,1441.879,1441.879
2025,72.3585,72.3585,72.3585,72.3585,72.3585,390.2932,390.2932,390.2932,390.2932,390.2932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0095,107.0095,107.0095,107.0095,107.0095,107.0095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.2513,245.2513,245.2513,245.2513,245.2513,0.0,0.0,0.0,0.0,0.0,1119.1105,1119.1105,1119.1105,1119.1105,1119.1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1414.5412,1414.5412,1414.5412,1414.5412,1414.5412,1414.5412,1414.5412,1414.5412,1414.5412,1414.5412,0.0,0.0,0.0,0.0,0.0,11540.6422,11540.6422,11540.6422,11540.6422,11540.6422,0.0,0.0,0.0,0.0,0.0,1414.5412,1414.5412,1414.5412,1414.5412,1414.5412
2026,80.1253,80.1253,80.1253,80.1253,80.1253,398.6798,398.6798,398.6798,398.6798,398.6798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0086,107.0086,107.0086,107.0086,107.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.2398,208.2398,208.2398,208.2398,208.2398,0.0,0.0,0.0,0.0,0.0,1327.3503,1327.3503,1327.3503,1327.3503,1327.3503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373.6603,1373.6603,1373.6603,1373.6603,1373.6603,1373.6603,1373.6603,1373.6603,1373.6603,1373.6603,0.0,0.0,0.0,0.0,0.0,13333.6102,13333.6102,13333.6102,13333.6102,13333.6102,0.0,0.0,0.0,0.0,0.0,1373.6603,1373.6603,1373.6603,1373.6603,1373.6603
2027,87.8529,87.8529,87.8529,87.8529,87.8529,406.9378,406.9378,406.9378,406.9378,406.9378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0085,107.0085,107.0085,107.0085,107.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.4981,169.4981,169.4981,169.4981,169.4981,0.0,0.0,0.0,0.0,0.0,1496.8485,1496.8485,1496.8485,1496.8485,1496.8485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1334.378,1334.378,1334.378,1334.378,1334.378,1334.378,1334.378,1334.378,1334.378,1334.378,0.0,0.0,0.0,0.0,0.0,14987.1433,14987.1433,14987.1433,14987.1433,14987.1433,0.0,0.0,0.0,0.0,0.0,1334.378,1334.378,1334.378,1334.378,1334.378
2028,95.9585,95.9585,95.9585,95.9585,95.9585,414.7346,414.7346,414.7346,414.7346,414.7346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0058,107.0058,107.0058,107.0058,107.0058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.5379,130.5379,130.5379,130.5379,130.5379,0.0,0.0,0.0,0.0,0.0,1627.3864,1627.3864,1627.3864,1627.3864,1627.3864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1293.4318,1293.4318,1293.4318,1293.4318,1293.4318,1293.4318,1293.4318,1293.4318,1293.4318,1293.4318,0.0,0.0,0.0,0.0,0.0,16698.9504,16698.9504,16698.9504,16698.9504,16698.9504,0.0,0.0,0.0,0.0,0.0,1293.4318,1293.4318,1293.4318,1293.4318,1293.4318
2029,104.3621,104.3621,104.3621,104.3621,104.3621,423.8452,423.8452,423.8452,423.8452,423.8452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0095,107.0095,107.0095,107.0095,107.0095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.1277,93.1277,93.1277,93.1277,93.1277,0.0,0.0,0.0,0.0,0.0,1720.5141,1720.5141,1720.5141,1720.5141,1720.5141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.9411,1250.9411,1250.9411,1250.9411,1250.9411,1250.9411,1250.9411,1250.9411,1250.9411,1250.9411,0.0,0.0,0.0,0.0,0.0,18451.2606,18451.2606,18451.2606,18451.2606,18451.2606,0.0,0.0,0.0,0.0,0.0,1250.9411,1250.9411,1250.9411,1250.9411,1250.9411
2030,113.0665,113.0665,113.0665,113.0665,113.0665,434.7782,434.7782,434.7782,434.7782,434.7782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0095,107.0095,107.0095,107.0095,107.0095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.2126,57.2126,57.2126,57.2126,57.2126,0.0,0.0,0.0,0.0,0.0,1777.7267,1777.7267,1777.7267,1777.7267,1777.7267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.9533,1206.9533,1206.9533,1206.9533,1206.9533,1206.9533,1206.9533,1206.9533,1206.9533,1206.9533,0.0,0.0,0.0,0.0,0.0,20230.8563,20230.8563,20230.8563,20230.8563,20230.8563,0.0,0.0,0.0,0.0,0.0,1206.9533,1206.9533,1206.9533,1206.9533,1206.9533
2031,122.0679,122.0679,122.0679,122.0679,122.0679,446.597,446.597,446.597,446.597,446.597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0095,107.0095,107.0095,107.0095,107.0095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7376,22.7376,22.7376,22.7376,22.7376,0.0,0.0,0.0,0.0,0.0,1800.4643,1800.4643,1800.4643,1800.4643,1800.4643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1161.5221,1161.5221,1161.5221,1161.5221,1161.5221,1161.5221,1161.5221,1161.5221,1161.5221,1161.5221,0.0,0.0,0.0,0.0,0.0,22024.1354,22024.1354,22024.1354,22024.1354,22024.1354,0.0,0.0,0.0,0.0,0.0,1161.5221,1161.5221,1161.5221,1161.5221,1161.5221
2032,131.275,131.275,131.275,131.275,131.275,458.9524,458.9524,458.9524,458.9524,458.9524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0095,107.0095,107.0095,107.0095,107.0095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.9411,-10.9411,-10.9411,-10.9411,-10.9411,0.0,0.0,0.0,0.0,0.0,1789.5232,1789.5232,1789.5232,1789.5232,1789.5232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1115.276,1115.276,1115.276,1115.276,1115.276,1115.276,1115.276,1115.276,1115.276,1115.276,0.0,0.0,0.0,0.0,0.0,23776.5774,23776.5774,23776.5774,23776.5774,23776.5774,0.0,0.0,0.0,0.0,0.0,1115.276,1115.276,1115.276,1115.276,1115.276
2033,140.4668,140.4668,140.4668,140.4668,140.4668,473.0634,473.0634,473.0634,473.0634,473.0634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0095,107.0095,107.0095,107.0095,107.0095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.2982,-44.2982,-44.2982,-44.2982,-44.2982,0.0,0.0,0.0,0.0,0.0,1745.225,1745.225,1745.225,1745.225,1745.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.7409,1068.7409,1068.7409,1068.7409,1068.7409,1068.7409,1068.7409,1068.7409,1068.7409,1068.7409,0.0,0.0,0.0,0.0,0.0,25441.2583,25441.2583,25441.2583,25441.2583,25441.2583,0.0,0.0,0.0,0.0,0.0,1068.7409,1068.7409,1068.7409,1068.7409,1068.7409
