Y,λ_ets_min,λ_ets_Q1,λ_ets_mean,λ_ets_Q3,λ_ets_max,λ_product_min,λ_product_Q1,λ_product_mean,λ_product_Q3,λ_product_max,BF-BOF_b_min,BF-BOF_b_Q1,BF-BOF_b_mean,BF-BOF_b_Q3,BF-BOF_b_max,BF-BOF_cap,BF-BOF_g_min,BF-BOF_g_Q1,BF-BOF_g_mean,BF-BOF_g_Q3,BF-BOF_g_max,BF-BOF_bank_min,BF-BOF_bank_Q1,BF-BOF_bank_mean,BF-BOF_bank_Q3,BF-BOF_bank_max,BF-BOF_netto_emiss_min,BF-BOF_netto_emiss_Q1,BF-BOF_netto_emiss_mean,BF-BOF_netto_emiss_Q3,BF-BOF_netto_emiss_max,BF-BOF-CC_b_min,BF-BOF-CC_b_Q1,BF-BOF-CC_b_mean,BF-BOF-CC_b_Q3,BF-BOF-CC_b_max,BF-BOF-CC_cap,BF-BOF-CC_g_min,BF-BOF-CC_g_Q1,BF-BOF-CC_g_mean,BF-BOF-CC_g_Q3,BF-BOF-CC_g_max,BF-BOF-CC_bank_min,BF-BOF-CC_bank_Q1,BF-BOF-CC_bank_mean,BF-BOF-CC_bank_Q3,BF-BOF-CC_bank_max,BF-BOF-CC_netto_emiss_min,BF-BOF-CC_netto_emiss_Q1,BF-BOF-CC_netto_emiss_mean,BF-BOF-CC_netto_emiss_Q3,BF-BOF-CC_netto_emiss_max,HDRI-EAF_b_min,HDRI-EAF_b_Q1,HDRI-EAF_b_mean,HDRI-EAF_b_Q3,HDRI-EAF_b_max,HDRI-EAF_cap,HDRI-EAF_g_min,HDRI-EAF_g_Q1,HDRI-EAF_g_mean,HDRI-EAF_g_Q3,HDRI-EAF_g_max,HDRI-EAF_bank_min,HDRI-EAF_bank_Q1,HDRI-EAF_bank_mean,HDRI-EAF_bank_Q3,HDRI-EAF_bank_max,HDRI-EAF_netto_emiss_min,HDRI-EAF_netto_emiss_Q1,HDRI-EAF_netto_emiss_mean,HDRI-EAF_netto_emiss_Q3,HDRI-EAF_netto_emiss_max,trader_b_min,trader_b_Q1,trader_b_mean,trader_b_Q3,trader_b_max,trader_g_min,trader_g_Q1,trader_g_mean,trader_g_Q3,trader_g_max,trader_bank_min,trader_bank_Q1,trader_bank_mean,trader_bank_Q3,trader_bank_max,trader_netto_emiss_min,trader_netto_emiss_Q1,trader_netto_emiss_mean,trader_netto_emiss_Q3,trader_netto_emiss_max,BF-BlendNG-BOF_b_min,BF-BlendNG-BOF_b_Q1,BF-BlendNG-BOF_b_mean,BF-BlendNG-BOF_b_Q3,BF-BlendNG-BOF_b_max,BF-BlendNG-BOF_cap,BF-BlendNG-BOF_g_min,BF-BlendNG-BOF_g_Q1,BF-BlendNG-BOF_g_mean,BF-BlendNG-BOF_g_Q3,BF-BlendNG-BOF_g_max,BF-BlendNG-BOF_bank_min,BF-BlendNG-BOF_bank_Q1,BF-BlendNG-BOF_bank_mean,BF-BlendNG-BOF_bank_Q3,BF-BlendNG-BOF_bank_max,BF-BlendNG-BOF_netto_emiss_min,BF-BlendNG-BOF_netto_emiss_Q1,BF-BlendNG-BOF_netto_emiss_mean,BF-BlendNG-BOF_netto_emiss_Q3,BF-BlendNG-BOF_netto_emiss_max,NG-DRI-CC_b_min,NG-DRI-CC_b_Q1,NG-DRI-CC_b_mean,NG-DRI-CC_b_Q3,NG-DRI-CC_b_max,NG-DRI-CC_cap,NG-DRI-CC_g_min,NG-DRI-CC_g_Q1,NG-DRI-CC_g_mean,NG-DRI-CC_g_Q3,NG-DRI-CC_g_max,NG-DRI-CC_bank_min,NG-DRI-CC_bank_Q1,NG-DRI-CC_bank_mean,NG-DRI-CC_bank_Q3,NG-DRI-CC_bank_max,NG-DRI-CC_netto_emiss_min,NG-DRI-CC_netto_emiss_Q1,NG-DRI-CC_netto_emiss_mean,NG-DRI-CC_netto_emiss_Q3,NG-DRI-CC_netto_emiss_max,NGDRI-EAF_b_min,NGDRI-EAF_b_Q1,NGDRI-EAF_b_mean,NGDRI-EAF_b_Q3,NGDRI-EAF_b_max,NGDRI-EAF_cap,NGDRI-EAF_g_min,NGDRI-EAF_g_Q1,NGDRI-EAF_g_mean,NGDRI-EAF_g_Q3,NGDRI-EAF_g_max,NGDRI-EAF_bank_min,NGDRI-EAF_bank_Q1,NGDRI-EAF_bank_mean,NGDRI-EAF_bank_Q3,NGDRI-EAF_bank_max,NGDRI-EAF_netto_emiss_min,NGDRI-EAF_netto_emiss_Q1,NGDRI-EAF_netto_emiss_mean,NGDRI-EAF_netto_emiss_Q3,NGDRI-EAF_netto_emiss_max,fringe_b_min,fringe_b_Q1,fringe_b_mean,fringe_b_Q3,fringe_b_max,fringe_e_min,fringe_e_Q1,fringe_e_mean,fringe_e_Q3,fringe_e_max,fringe_g_min,fringe_g_Q1,fringe_g_mean,fringe_g_Q3,fringe_g_max,fringe_π_MAC_min,fringe_π_MAC_Q1,fringe_π_MAC_mean,fringe_π_MAC_Q3,fringe_π_MAC_max,fringe_bank_min,fringe_bank_Q1,fringe_bank_mean,fringe_bank_Q3,fringe_bank_max,fringe_netto_emiss_min,fringe_netto_emiss_Q1,fringe_netto_emiss_mean,fringe_netto_emiss_Q3,fringe_netto_emiss_max
2024,86.7032,86.7032,86.7032,86.7032,86.7032,410.8528,410.8528,410.8528,410.8528,410.8528,181.9563,181.9563,181.9563,181.9563,181.9563,0.0,107.0331,107.0331,107.0331,107.0331,107.0331,0.0,0.0,0.0,0.0,0.0,181.9563,181.9563,181.9563,181.9563,181.9563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-138.198,-138.198,-138.198,-138.198,-138.198,0.0,0.0,0.0,0.0,0.0,973.5386,973.5386,973.5386,973.5386,973.5386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1342.1721,1342.1721,1342.1721,1342.1721,1342.1721,1342.1721,1342.1721,1342.1721,1342.1721,1342.1721,0.0,0.0,0.0,0.0,0.0,17723.2669,17723.2669,17723.2669,17723.2669,17723.2669,0.0,0.0,0.0,0.0,0.0,1342.1721,1342.1721,1342.1721,1342.1721,1342.1721
2025,91.3157,91.3157,91.3157,91.3157,91.3157,423.8502,423.8502,423.8502,423.8502,423.8502,155.6761,155.6761,155.6761,155.6761,155.6761,0.0,91.5742,91.5742,91.5742,91.5742,91.5742,0.0,0.0,0.0,0.0,0.0,155.6761,155.6761,155.6761,155.6761,155.6761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4217,15.4217,15.4217,15.4217,15.4217,15.4217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.5997,185.5997,185.5997,185.5997,185.5997,0.0,0.0,0.0,0.0,0.0,1159.1382,1159.1382,1159.1382,1159.1382,1159.1382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1318.5359,1318.5359,1318.5359,1318.5359,1318.5359,1318.5359,1318.5359,1318.5359,1318.5359,1318.5359,0.0,0.0,0.0,0.0,0.0,18400.4692,18400.4692,18400.4692,18400.4692,18400.4692,0.0,0.0,0.0,0.0,0.0,1318.5359,1318.5359,1318.5359,1318.5359,1318.5359
2026,95.0915,95.0915,95.0915,95.0915,95.0915,435.6492,435.6492,435.6492,435.6492,435.6492,115.0152,115.0152,115.0152,115.0152,115.0152,0.0,67.656,67.656,67.656,67.656,67.656,0.0,0.0,0.0,0.0,0.0,115.0152,115.0152,115.0152,115.0152,115.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9188,39.3405,39.3405,39.3405,39.3405,39.3405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.2712,167.2712,167.2712,167.2712,167.2712,0.0,0.0,0.0,0.0,0.0,1326.4094,1326.4094,1326.4094,1326.4094,1326.4094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1299.4396,1299.4396,1299.4396,1299.4396,1299.4396,1299.4396,1299.4396,1299.4396,1299.4396,1299.4396,0.0,0.0,0.0,0.0,0.0,18649.4209,18649.4209,18649.4209,18649.4209,18649.4209,0.0,0.0,0.0,0.0,0.0,1299.4396,1299.4396,1299.4396,1299.4396,1299.4396
2027,99.0844,99.0844,99.0844,99.0844,99.0844,447.9123,447.9123,447.9123,447.9123,447.9123,75.3553,75.3553,75.3553,75.3553,75.3553,0.0,44.3267,44.3267,44.3267,44.3267,44.3267,0.0,0.0,0.0,0.0,0.0,75.3553,75.3553,75.3553,75.3553,75.3553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3282,62.6687,62.6687,62.6687,62.6687,62.6687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0169,149.0169,149.0169,149.0169,149.0169,0.0,0.0,0.0,0.0,0.0,1475.4264,1475.4264,1475.4264,1475.4264,1475.4264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1279.2646,1279.2646,1279.2646,1279.2646,1279.2646,1279.2646,1279.2646,1279.2646,1279.2646,1279.2646,0.0,0.0,0.0,0.0,0.0,18923.5282,18923.5282,18923.5282,18923.5282,18923.5282,0.0,0.0,0.0,0.0,0.0,1279.2646,1279.2646,1279.2646,1279.2646,1279.2646
2028,103.2997,103.2997,103.2997,103.2997,103.2997,460.6751,460.6751,460.6751,460.6751,460.6751,38.1477,38.1477,38.1477,38.1477,38.1477,0.0,22.4398,22.4398,22.4398,22.4398,22.4398,0.0,0.0,0.0,0.0,0.0,38.1477,38.1477,38.1477,38.1477,38.1477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.888,84.5567,84.5567,84.5567,84.5567,84.5567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.6328,127.6328,127.6328,127.6328,127.6328,0.0,0.0,0.0,0.0,0.0,1603.0592,1603.0592,1603.0592,1603.0592,1603.0592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1257.9535,1257.9535,1257.9535,1257.9535,1257.9535,1257.9535,1257.9535,1257.9535,1257.9535,1257.9535,0.0,0.0,0.0,0.0,0.0,19222.9522,19222.9522,19222.9522,19222.9522,19222.9522,0.0,0.0,0.0,0.0,0.0,1257.9535,1257.9535,1257.9535,1257.9535,1257.9535
2029,107.7614,107.7614,107.7614,107.7614,107.7614,473.954,473.954,473.954,473.954,473.954,3.8502,3.8502,3.8502,3.8502,3.8502,0.0,2.2648,2.2648,2.2648,2.2648,2.2648,0.0,0.0,0.0,0.0,0.0,3.8502,3.8502,3.8502,3.8502,3.8502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1743,104.731,104.731,104.731,104.731,104.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.5632,104.5632,104.5632,104.5632,104.5632,0.0,0.0,0.0,0.0,0.0,1707.6223,1707.6223,1707.6223,1707.6223,1707.6223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1235.4153,1235.4153,1235.4153,1235.4153,1235.4153,1235.4153,1235.4153,1235.4153,1235.4153,1235.4153,0.0,0.0,0.0,0.0,0.0,19550.0961,19550.0961,19550.0961,19550.0961,19550.0961,0.0,0.0,0.0,0.0,0.0,1235.4153,1235.4153,1235.4153,1235.4153,1235.4153
2030,114.9753,114.9753,114.9753,114.9753,114.9753,491.6751,491.6751,491.6751,491.6751,491.6751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2885,107.0194,107.0194,107.0194,107.0194,107.0194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8093,64.8093,64.8093,64.8093,64.8093,0.0,0.0,0.0,0.0,0.0,1772.4317,1772.4317,1772.4317,1772.4317,1772.4317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.112,1199.112,1199.112,1199.112,1199.112,1199.112,1199.112,1199.112,1199.112,1199.112,0.0,0.0,0.0,0.0,0.0,20788.3011,20788.3011,20788.3011,20788.3011,20788.3011,0.0,0.0,0.0,0.0,0.0,1199.112,1199.112,1199.112,1199.112,1199.112
2031,123.0002,123.0002,123.0002,123.0002,123.0002,510.1411,510.1411,510.1411,510.1411,510.1411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0194,107.0194,107.0194,107.0194,107.0194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6955,25.6955,25.6955,25.6955,25.6955,0.0,0.0,0.0,0.0,0.0,1798.1271,1798.1271,1798.1271,1798.1271,1798.1271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1158.3366,1158.3366,1158.3366,1158.3366,1158.3366,1158.3366,1158.3366,1158.3366,1158.3366,1158.3366,0.0,0.0,0.0,0.0,0.0,22251.5903,22251.5903,22251.5903,22251.5903,22251.5903,0.0,0.0,0.0,0.0,0.0,1158.3366,1158.3366,1158.3366,1158.3366,1158.3366
2032,131.6106,131.6106,131.6106,131.6106,131.6106,529.6462,529.6462,529.6462,529.6462,529.6462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0194,107.0194,107.0194,107.0194,107.0194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.6911,-10.6911,-10.6911,-10.6911,-10.6911,0.0,0.0,0.0,0.0,0.0,1787.4361,1787.4361,1787.4361,1787.4361,1787.4361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.819,1114.819,1114.819,1114.819,1114.819,1114.819,1114.819,1114.819,1114.819,1114.819,0.0,0.0,0.0,0.0,0.0,23809.282,23809.282,23809.282,23809.282,23809.282,0.0,0.0,0.0,0.0,0.0,1114.819,1114.819,1114.819,1114.819,1114.819
2033,140.8232,140.8232,140.8232,140.8232,140.8232,550.3998,550.3998,550.3998,550.3998,550.3998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0194,107.0194,107.0194,107.0194,107.0194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.0325,-44.0325,-44.0325,-44.0325,-44.0325,0.0,0.0,0.0,0.0,0.0,1743.4036,1743.4036,1743.4036,1743.4036,1743.4036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.2565,1068.2565,1068.2565,1068.2565,1068.2565,1068.2565,1068.2565,1068.2565,1068.2565,1068.2565,0.0,0.0,0.0,0.0,0.0,25475.9242,25475.9242,25475.9242,25475.9242,25475.9242,0.0,0.0,0.0,0.0,0.0,1068.2565,1068.2565,1068.2565,1068.2565,1068.2565
