Y,λ_ets_min,λ_ets_Q1,λ_ets_mean,λ_ets_Q3,λ_ets_max,λ_product_min,λ_product_Q1,λ_product_mean,λ_product_Q3,λ_product_max,BF-BOF_b_min,BF-BOF_b_Q1,BF-BOF_b_mean,BF-BOF_b_Q3,BF-BOF_b_max,BF-BOF_cap,BF-BOF_g_min,BF-BOF_g_Q1,BF-BOF_g_mean,BF-BOF_g_Q3,BF-BOF_g_max,BF-BOF_bank_min,BF-BOF_bank_Q1,BF-BOF_bank_mean,BF-BOF_bank_Q3,BF-BOF_bank_max,BF-BOF_netto_emiss_min,BF-BOF_netto_emiss_Q1,BF-BOF_netto_emiss_mean,BF-BOF_netto_emiss_Q3,BF-BOF_netto_emiss_max,BF-BlendH2-BOF_b_min,BF-BlendH2-BOF_b_Q1,BF-BlendH2-BOF_b_mean,BF-BlendH2-BOF_b_Q3,BF-BlendH2-BOF_b_max,BF-BlendH2-BOF_cap,BF-BlendH2-BOF_g_min,BF-BlendH2-BOF_g_Q1,BF-BlendH2-BOF_g_mean,BF-BlendH2-BOF_g_Q3,BF-BlendH2-BOF_g_max,BF-BlendH2-BOF_bank_min,BF-BlendH2-BOF_bank_Q1,BF-BlendH2-BOF_bank_mean,BF-BlendH2-BOF_bank_Q3,BF-BlendH2-BOF_bank_max,BF-BlendH2-BOF_netto_emiss_min,BF-BlendH2-BOF_netto_emiss_Q1,BF-BlendH2-BOF_netto_emiss_mean,BF-BlendH2-BOF_netto_emiss_Q3,BF-BlendH2-BOF_netto_emiss_max,HDRI-EAF_b_min,HDRI-EAF_b_Q1,HDRI-EAF_b_mean,HDRI-EAF_b_Q3,HDRI-EAF_b_max,HDRI-EAF_cap,HDRI-EAF_g_min,HDRI-EAF_g_Q1,HDRI-EAF_g_mean,HDRI-EAF_g_Q3,HDRI-EAF_g_max,HDRI-EAF_bank_min,HDRI-EAF_bank_Q1,HDRI-EAF_bank_mean,HDRI-EAF_bank_Q3,HDRI-EAF_bank_max,HDRI-EAF_netto_emiss_min,HDRI-EAF_netto_emiss_Q1,HDRI-EAF_netto_emiss_mean,HDRI-EAF_netto_emiss_Q3,HDRI-EAF_netto_emiss_max,trader_b_min,trader_b_Q1,trader_b_mean,trader_b_Q3,trader_b_max,trader_g_min,trader_g_Q1,trader_g_mean,trader_g_Q3,trader_g_max,trader_bank_min,trader_bank_Q1,trader_bank_mean,trader_bank_Q3,trader_bank_max,trader_netto_emiss_min,trader_netto_emiss_Q1,trader_netto_emiss_mean,trader_netto_emiss_Q3,trader_netto_emiss_max,BF-BlendNG-BOF_b_min,BF-BlendNG-BOF_b_Q1,BF-BlendNG-BOF_b_mean,BF-BlendNG-BOF_b_Q3,BF-BlendNG-BOF_b_max,BF-BlendNG-BOF_cap,BF-BlendNG-BOF_g_min,BF-BlendNG-BOF_g_Q1,BF-BlendNG-BOF_g_mean,BF-BlendNG-BOF_g_Q3,BF-BlendNG-BOF_g_max,BF-BlendNG-BOF_bank_min,BF-BlendNG-BOF_bank_Q1,BF-BlendNG-BOF_bank_mean,BF-BlendNG-BOF_bank_Q3,BF-BlendNG-BOF_bank_max,BF-BlendNG-BOF_netto_emiss_min,BF-BlendNG-BOF_netto_emiss_Q1,BF-BlendNG-BOF_netto_emiss_mean,BF-BlendNG-BOF_netto_emiss_Q3,BF-BlendNG-BOF_netto_emiss_max,fringe_b_min,fringe_b_Q1,fringe_b_mean,fringe_b_Q3,fringe_b_max,fringe_e_min,fringe_e_Q1,fringe_e_mean,fringe_e_Q3,fringe_e_max,fringe_g_min,fringe_g_Q1,fringe_g_mean,fringe_g_Q3,fringe_g_max,fringe_π_MAC_min,fringe_π_MAC_Q1,fringe_π_MAC_mean,fringe_π_MAC_Q3,fringe_π_MAC_max,fringe_bank_min,fringe_bank_Q1,fringe_bank_mean,fringe_bank_Q3,fringe_bank_max,fringe_netto_emiss_min,fringe_netto_emiss_Q1,fringe_netto_emiss_mean,fringe_netto_emiss_Q3,fringe_netto_emiss_max
2024,0.0,13.84315,55.69735,98.542775,232.6387,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,105.9648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.9648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.9648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.9648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.9648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.9648,0.0,0.0,0.0,0.0,0.0,-131.3734,-13.930925000000002,17.81435,38.6923,96.1314,0.0,0.0,0.0,0.0,0.0,980.3631,1097.8055749999999,1129.5509,1150.4288000000001,1207.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.9648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.9648,0.0,0.0,0.0,0.0,0.0,866.0095,1325.76425,1362.408,1399.9302750000002,1517.3797,864.8001,1325.76425,1362.408,1399.9302750000002,1517.3797,0.0,0.0,0.0,0.0,0.0,-0.0,332.2481,5370.3757000000005,16813.432325,93668.3559,0.0,0.0,0.0,0.0,2.8239,864.8001,1325.76425,1362.408,1399.9302750000002,1517.3797
2025,0.0,26.992075,69.99324999999999,114.01485,251.7946,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,82.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.9857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.9857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.9857,0.0,0.0,0.0,0.0,0.0,-179.6344,-75.8435,-42.68105,-10.286249999999999,72.1876,0.0,0.0,0.0,0.0,0.0,800.7287,1021.962075,1092.6448,1140.570925,1280.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.9857,0.0,0.0,0.0,0.0,0.0,866.5325,1277.09285,1309.48715,1342.649125,1446.4384,864.8001,1277.09285,1309.48715,1342.649125,1446.4384,0.0,0.0,0.0,0.0,0.0,-0.0,1178.663925,7924.11065,21031.197275,102549.0086,0.0,0.0,0.0,0.0,5.7078,864.8001,1277.09285,1309.48715,1342.649125,1446.4384
2026,0.0,40.545725000000004,84.55754999999999,129.6138,270.6317,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,70.0473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.033,0.0,0.0,0.0,0.0,0.0,-169.4658,-77.666775,-48.3359,-19.68385,60.214,0.0,0.0,0.0,0.0,0.0,631.2628,944.2952250000001,1044.30885,1136.89645,1340.2696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.033,0.0,0.0,0.0,0.0,0.0,866.8027,1226.89265,1255.54405,1284.8743749999999,1376.6714,864.8001,1226.89265,1255.54405,1284.8743749999999,1376.6714,0.0,0.0,0.0,0.0,0.0,0.0,2485.3613,10808.43345,25400.486849999998,110716.4609,0.0,0.0,0.0,0.0,7.9043,864.8001,1226.89265,1255.54405,1284.8743749999999,1376.6714
2027,0.0,54.434625,99.3407,145.3123,289.5754,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,58.0736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.1067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.1067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.1067,0.0,0.0,0.0,0.0,0.0,-158.9015,-79.123175,-53.183099999999996,-27.843325,48.2403,0.0,0.0,0.0,0.0,0.0,472.3614,865.17205,991.1257499999999,1114.154625,1388.5099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.1067,0.0,0.0,0.0,0.0,0.0,867.0733,1175.4540000000002,1200.79305,1226.7323999999999,1306.5095,864.8001,1175.4540000000002,1200.79305,1226.7323999999999,1306.5095,0.0,0.0,0.0,0.0,0.0,-0.0,4186.40165,13941.9911,29836.300199999998,118466.205,0.0,0.0,0.0,0.0,11.1495,864.8001,1175.4540000000002,1200.79305,1226.7323999999999,1306.5095
2028,0.0,68.6218,114.3187,161.09992499999998,309.8457,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,45.8214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.9281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.8214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.9281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.8214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.9281,0.0,0.0,0.0,0.0,0.0,-144.8104,-81.635,-58.692949999999996,-36.28190000000001,35.9881,0.0,0.0,0.0,0.0,0.0,327.551,783.53705,932.4328,1077.872725,1424.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.8214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.9281,0.0,0.0,0.0,0.0,0.0,867.3501,1122.9086,1145.31885,1168.259925,1231.4344,864.8001,1122.9086,1145.31885,1168.259925,1231.4344,0.0,0.0,0.0,0.0,0.0,-0.0,6217.626575,17255.26065,34271.720225000005,126758.8388,0.0,0.0,0.0,0.0,12.0194,864.8001,1122.9086,1145.31885,1168.259925,1231.4344
2029,0.0,83.07249999999999,129.4688,176.965925,331.5349,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,33.5693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.4974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.4974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.4974,0.0,0.0,0.0,0.0,0.0,-126.171,-83.85605,-63.5657,-43.7449,23.7359,0.0,0.0,0.0,0.0,0.0,202.087,699.681075,868.86715,1034.1278,1448.2339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.4974,0.0,0.0,0.0,0.0,0.0,867.627,1069.387525,1089.2073500000001,1109.4967,1151.811,864.8001,1069.387525,1089.2073500000001,1109.4967,1151.811,0.0,0.0,0.0,0.0,0.0,-0.0,8515.830425,20683.94445,38648.502125,135631.9579,0.0,0.0,0.0,0.0,15.2934,864.8001,1069.387525,1089.2073500000001,1109.4967,1151.811
2030,0.0,97.7562,144.77100000000002,192.90140000000002,354.7423,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,21.3171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.8145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.8145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.8145,0.0,0.0,0.0,0.0,0.0,-112.3506,-85.82024999999999,-67.87505,-50.3451,11.4838,0.0,0.0,0.0,0.0,0.0,101.5924,613.86075,800.9920999999999,983.782775,1459.7177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.8145,0.0,0.0,0.0,0.0,0.0,867.9039,1015.0036,1032.5324500000002,1050.4765499999999,1077.0066,864.8001,1015.0036,1032.5324500000002,1050.4765499999999,1077.0066,0.0,0.0,0.0,0.0,0.0,-0.0,11020.837625,24170.3403,42917.40545,145126.195,0.0,0.0,0.0,0.0,16.9902,864.8001,1015.0036,1032.5324500000002,1050.4765499999999,1077.0066
2031,0.0,112.645975,160.20785,208.8982,379.5743,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.7917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.6061,0.0,0.0,0.0,0.0,0.0,-103.7569,-85.72545,-71.35135,-56.183524999999996,7.6257,0.0,0.0,0.0,0.0,0.0,32.0841,526.3036500000001,729.3054500000001,927.59925,1467.3433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.6061,0.0,0.0,0.0,0.0,0.0,864.8795,959.857225,975.02415,989.3974000000001,1007.4289,864.8,959.857225,975.02415,989.3974000000001,1007.4289,0.0,0.0,0.0,0.0,0.0,0.0,13676.3413,27663.20975,47037.372325000004,155285.0286,0.0,0.0,0.0,0.0,17.0541,864.8,959.857225,975.02415,989.3974000000001,1007.4289
2032,0.0,127.717575,175.76345,224.94925,406.1445,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.6061,0.0,0.0,0.0,0.0,0.0,-96.6781,-82.93392499999999,-71.74945,-59.083124999999995,-22.1751,0.0,0.0,0.0,0.0,0.0,0.0,437.21045,654.24855,866.254,1445.1682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.6061,0.0,0.0,0.0,0.0,0.0,864.8631,901.773475,914.438,925.62185,939.3661,864.7999,901.773475,914.438,925.62185,939.3661,0.0,0.0,0.0,0.0,0.0,0.0,16430.742075,31117.8177,50974.680825,166154.9806,0.0,0.0,0.0,0.0,17.0541,864.7999,901.773475,914.438,925.62185,939.3661
2033,13.0073,142.950625,191.4245,241.04845,431.2729,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.6061,0.0,0.0,0.0,0.0,0.0,-92.2317,-82.89855,-73.7731,-58.285824999999996,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.76039999999995,576.2111500000001,800.341925,1410.2477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.6061,0.0,0.0,0.0,0.0,0.0,781.704,839.9917250000001,855.4776999999999,864.6022499999999,873.9357,781.704,839.9917250000001,855.4776999999999,864.6022499999999,873.9357,0.0,0.0,0.0,0.0,0.0,159.2444,19237.218,34495.57595,54702.538725,175094.6081,0.0,0.0,0.0,0.0,17.0541,781.704,839.9917250000001,855.4776999999999,864.6022499999999,873.9357
