Y,λ_ets_min,λ_ets_Q1,λ_ets_mean,λ_ets_Q3,λ_ets_max,λ_product_min,λ_product_Q1,λ_product_mean,λ_product_Q3,λ_product_max,BF-BOF_b_min,BF-BOF_b_Q1,BF-BOF_b_mean,BF-BOF_b_Q3,BF-BOF_b_max,BF-BOF_cap,BF-BOF_g_min,BF-BOF_g_Q1,BF-BOF_g_mean,BF-BOF_g_Q3,BF-BOF_g_max,BF-BOF_bank_min,BF-BOF_bank_Q1,BF-BOF_bank_mean,BF-BOF_bank_Q3,BF-BOF_bank_max,BF-BOF_netto_emiss_min,BF-BOF_netto_emiss_Q1,BF-BOF_netto_emiss_mean,BF-BOF_netto_emiss_Q3,BF-BOF_netto_emiss_max,BF-BlendH2-BOF_b_min,BF-BlendH2-BOF_b_Q1,BF-BlendH2-BOF_b_mean,BF-BlendH2-BOF_b_Q3,BF-BlendH2-BOF_b_max,BF-BlendH2-BOF_cap,BF-BlendH2-BOF_g_min,BF-BlendH2-BOF_g_Q1,BF-BlendH2-BOF_g_mean,BF-BlendH2-BOF_g_Q3,BF-BlendH2-BOF_g_max,BF-BlendH2-BOF_bank_min,BF-BlendH2-BOF_bank_Q1,BF-BlendH2-BOF_bank_mean,BF-BlendH2-BOF_bank_Q3,BF-BlendH2-BOF_bank_max,BF-BlendH2-BOF_netto_emiss_min,BF-BlendH2-BOF_netto_emiss_Q1,BF-BlendH2-BOF_netto_emiss_mean,BF-BlendH2-BOF_netto_emiss_Q3,BF-BlendH2-BOF_netto_emiss_max,HDRI-EAF_b_min,HDRI-EAF_b_Q1,HDRI-EAF_b_mean,HDRI-EAF_b_Q3,HDRI-EAF_b_max,HDRI-EAF_cap,HDRI-EAF_g_min,HDRI-EAF_g_Q1,HDRI-EAF_g_mean,HDRI-EAF_g_Q3,HDRI-EAF_g_max,HDRI-EAF_bank_min,HDRI-EAF_bank_Q1,HDRI-EAF_bank_mean,HDRI-EAF_bank_Q3,HDRI-EAF_bank_max,HDRI-EAF_netto_emiss_min,HDRI-EAF_netto_emiss_Q1,HDRI-EAF_netto_emiss_mean,HDRI-EAF_netto_emiss_Q3,HDRI-EAF_netto_emiss_max,BF-BlendNG-BOF_b_min,BF-BlendNG-BOF_b_Q1,BF-BlendNG-BOF_b_mean,BF-BlendNG-BOF_b_Q3,BF-BlendNG-BOF_b_max,BF-BlendNG-BOF_cap,BF-BlendNG-BOF_g_min,BF-BlendNG-BOF_g_Q1,BF-BlendNG-BOF_g_mean,BF-BlendNG-BOF_g_Q3,BF-BlendNG-BOF_g_max,BF-BlendNG-BOF_bank_min,BF-BlendNG-BOF_bank_Q1,BF-BlendNG-BOF_bank_mean,BF-BlendNG-BOF_bank_Q3,BF-BlendNG-BOF_bank_max,BF-BlendNG-BOF_netto_emiss_min,BF-BlendNG-BOF_netto_emiss_Q1,BF-BlendNG-BOF_netto_emiss_mean,BF-BlendNG-BOF_netto_emiss_Q3,BF-BlendNG-BOF_netto_emiss_max,fringe_b_min,fringe_b_Q1,fringe_b_mean,fringe_b_Q3,fringe_b_max,fringe_g_min,fringe_g_Q1,fringe_g_mean,fringe_g_Q3,fringe_g_max,fringe_bank_min,fringe_bank_Q1,fringe_bank_mean,fringe_bank_Q3,fringe_bank_max,fringe_netto_emiss_min,fringe_netto_emiss_Q1,fringe_netto_emiss_mean,fringe_netto_emiss_Q3,fringe_netto_emiss_max
2024,32.2414,65.71962500000001,90.24969999999999,138.39915,206.6797,225.2671,287.21562499999993,332.5559,417.642625,529.5544,0.0,0.0,197.8994,197.939375,211.6064,0.0,0.0,0.0,106.9726,106.99425000000001,107.0859,0.0,0.0,0.0,0.0001,13.4975,0.0,0.0,197.89935,197.93935,198.1089,0.0,0.0,0.0,3.43125,18.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43125,18.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43125,18.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43125,18.362,0.0,0.0,0.0,0.0,0.0,0.0,0.446225,3.82055,175.37155,175.373,0.0,0.0,0.0,0.0,106.999075,107.0,0.0,0.0,0.0004,3.4313749999999996,18.3621,0.0,0.0,0.0,175.37155,175.373,1130.4109,1176.958275,1187.516,1210.6269,1210.6328,0.0,0.0,0.0,0.0,0.0,248.0751,316.3806,362.92945,397.18375,422.0126,708.3983,780.568675,825.2428,892.7484250000001,962.5519
2025,34.5241,70.36925,96.60555,148.0869,221.1473,232.8138,299.12845,347.7052,437.33665,557.0829,-0.0,0.0,197.89499999999998,198.180225,200.9649,0.0,0.0,0.0,106.98830000000001,107.43079999999999,109.2671,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,197.92835000000002,198.74705,202.1442,-5.8581,-3.43125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9535,0.0,0.0,0.0,0.0,0.0,-5.8581,-3.43125,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9535,0.0,0.0,0.0,0.0,0.0,-5.8525,-3.4313749999999996,-0.0004,175.36874999999998,175.3743,0.0,0.0,0.0,0.0,106.9974,107.0008,0.0,0.0,0.0,0.0,13.9537,0.0,0.0,0.0,175.36874999999998,175.3743,778.7361,780.7730750000001,793.63695,806.1866500000001,1085.986,0.0,0.0,0.0,0.0,0.0,779.5505,1114.6114750000002,1141.5650500000002,1175.865,1229.818,0.0,0.0,0.0,0.0,722.4187
2026,36.9658,75.268175,103.3483,158.453075,236.6276,240.7035,311.567775,363.51945,458.21945,586.3475,-0.0,0.0,197.73180000000002,197.91219999999998,198.5319,0.0,0.0,0.0,106.88205,106.97955,107.3145,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,197.73175,197.91219999999998,198.5319,-8.9066,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0469,0.0,0.0,0.0,0.0,0.0,-8.9066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0469,0.0,0.0,0.0,0.0,0.0,-8.9044,0.0001,0.0003,175.373,175.3731,0.0,0.0,0.0,0.0,107.0,107.0001,0.0,0.0,0.0001,0.00017500000000000003,5.0493,0.0,0.0,0.0,175.37307499999997,175.3732,685.5832,706.9743749999999,709.91905,726.62045,1009.1525,0.0,0.0,0.0,0.0,0.0,1099.5221,1840.6459999999997,1849.4864499999999,1884.3969249999998,1975.9855,0.0,0.0,0.0,0.0,689.1809
2027,39.5811,80.5379,110.58265,169.5448,253.1916,248.9878,324.76532499999996,380.34950000000003,480.36910000000006,617.4661,-0.0,0.0,197.70929999999998,197.980725,199.2663,0.0,0.0,0.0,106.86985,107.0166,107.7115,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,197.70929999999998,197.980725,199.2663,-5.0469,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0469,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0493,-0.00017500000000000003,-0.0001,175.373,189.3482,0.0,0.0,0.0,0.0,107.0,115.5267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.373,189.3483,622.6571,626.724125,629.0113,645.6577,949.6384,0.0,0.0,0.0,0.0,0.0,1393.3557,2475.5637500000003,2489.3001999999997,2516.880725,2636.8523,0.0,0.0,0.0,0.0,655.8047
2028,42.3815,86.17552500000001,118.33109999999999,181.41292499999997,270.915,257.6833,338.710425,398.21895,503.87065000000007,650.5645,-0.0001,0.0,197.55214999999998,197.946425,214.983,0.0,0.0,0.0,106.78495,106.9981,116.207,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.5522,197.946525,214.983,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,175.37297499999997,175.3732,0.0,0.0,0.0,0.0,106.999975,107.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.37297499999997,175.3732,516.26,543.235825,545.5246,561.81335,888.6434,0.0,0.0,0.0,0.0,0.0,1658.2271,3030.552375,3041.8054,3072.4419999999996,3180.2587,0.0,0.0,0.0,0.0,623.772
2029,45.38,92.20787499999999,126.59039999999999,194.11185,289.879,266.8156,353.455975,417.04365,528.8148249999999,685.7773,-0.0,0.0,189.812,197.87992500000001,198.9729,0.0,0.0,0.0,102.60105,106.96215,107.5529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.812,197.87992500000001,198.9729,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,175.3731,307.6917,0.0,0.0,0.0,0.0,107.00007500000001,187.7314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.3731,307.6917,394.7449,459.15397500000006,462.1107,476.368425,827.3764,0.0,0.0,0.0,0.0,0.0,1893.2226,3488.245675,3517.72165,3535.519625,3575.0036,0.0,0.0,0.0,0.0,592.3809
2030,48.5906,98.662425,135.47035,207.69965,310.1705,276.4122,369.054275,437.0301,555.298625,723.2484,-0.0,0.0,44.2082,197.47142499999998,198.2518,0.0,0.0,0.0,23.8963,106.74130000000001,107.1632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.2082,197.47142499999998,198.2518,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,136.33465,175.373275,358.6882,0.0,0.0,0.0,83.1816,107.00017500000001,218.8458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.33465,175.373275,358.6882,178.4684,373.27389999999997,382.9548,389.38525,766.6438,0.0,0.0,0.0,0.0,0.0,2097.1035,3866.2614249999997,3900.23045,3913.38135,3927.4814,0.0,0.0,0.0,0.0,562.7629
2031,51.9089,106.16375,144.95080000000002,222.2386,331.8825,286.3214,386.682425,456.75065,583.425575,763.1318,-0.0,0.0,-0.0,198.28555,227.6046,0.0,0.0,0.0,0.0,107.1814,123.0295,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.28555,227.6046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,174.78615000000002,175.373275,177.0739,0.0,0.0,0.0,106.64195000000001,107.00017500000001,108.0378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.78615000000002,175.373275,177.0739,272.3162,284.8766,299.6456,301.41145,706.266,0.0,0.0,0.0,0.0,0.0,2270.2259,4160.705575,4186.3366000000005,4209.403825,4224.2402,0.0,0.0,0.0,0.0,533.1436
2032,55.5373,114.9206,155.0974,237.79532500000002,355.1143,296.8285,406.61535,477.76455,613.3065,805.5922,-0.0,0.0,0.0,198.182775,398.1483,0.0,0.0,0.0,0.0,107.12585,215.2153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.182775,398.1483,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.84655,175.3735,336.5438,0.0,0.0,0.0,106.6788,107.0003,205.3348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.84655,175.3735,336.5438,166.3487,194.760325,208.9233,211.332075,645.2813,0.0,0.0,0.0,0.0,0.0,2413.1638,4369.488925,4387.44615,4416.085325,4432.7093,0.0,0.0,0.0,0.0,502.3434
2033,59.4189,124.491725,165.95425,254.441,379.9722,307.877,428.259625,500.03020000000004,645.05995,850.8057,0.0,0.0,0.0,197.42132500000002,202.3078,0.0,0.0,0.0,0.0,106.71419999999999,109.3556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.42132500000002,202.3078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,175.3342,175.37367500000002,199.7459,0.0,0.0,0.0,106.97635,107.0004,121.8706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.3342,175.37367500000002,199.7459,66.7816,103.84135,116.04305,118.62185000000001,583.8199,0.0,0.0,0.0,0.0,0.0,2526.9336,4479.40355,4499.0283500000005,4532.5643,4548.1467,0.0,0.0,0.0,0.0,470.0502
