Y,λ_ets_min,λ_ets_Q1,λ_ets_mean,λ_ets_Q3,λ_ets_max,λ_product_min,λ_product_Q1,λ_product_mean,λ_product_Q3,λ_product_max,BF-BOF_b_min,BF-BOF_b_Q1,BF-BOF_b_mean,BF-BOF_b_Q3,BF-BOF_b_max,BF-BOF_cap,BF-BOF_g_min,BF-BOF_g_Q1,BF-BOF_g_mean,BF-BOF_g_Q3,BF-BOF_g_max,BF-BOF_bank_min,BF-BOF_bank_Q1,BF-BOF_bank_mean,BF-BOF_bank_Q3,BF-BOF_bank_max,BF-BOF_netto_emiss_min,BF-BOF_netto_emiss_Q1,BF-BOF_netto_emiss_mean,BF-BOF_netto_emiss_Q3,BF-BOF_netto_emiss_max,BF-BlendH2-BOF_b_min,BF-BlendH2-BOF_b_Q1,BF-BlendH2-BOF_b_mean,BF-BlendH2-BOF_b_Q3,BF-BlendH2-BOF_b_max,BF-BlendH2-BOF_cap,BF-BlendH2-BOF_g_min,BF-BlendH2-BOF_g_Q1,BF-BlendH2-BOF_g_mean,BF-BlendH2-BOF_g_Q3,BF-BlendH2-BOF_g_max,BF-BlendH2-BOF_bank_min,BF-BlendH2-BOF_bank_Q1,BF-BlendH2-BOF_bank_mean,BF-BlendH2-BOF_bank_Q3,BF-BlendH2-BOF_bank_max,BF-BlendH2-BOF_netto_emiss_min,BF-BlendH2-BOF_netto_emiss_Q1,BF-BlendH2-BOF_netto_emiss_mean,BF-BlendH2-BOF_netto_emiss_Q3,BF-BlendH2-BOF_netto_emiss_max,HDRI-EAF_b_min,HDRI-EAF_b_Q1,HDRI-EAF_b_mean,HDRI-EAF_b_Q3,HDRI-EAF_b_max,HDRI-EAF_cap,HDRI-EAF_g_min,HDRI-EAF_g_Q1,HDRI-EAF_g_mean,HDRI-EAF_g_Q3,HDRI-EAF_g_max,HDRI-EAF_bank_min,HDRI-EAF_bank_Q1,HDRI-EAF_bank_mean,HDRI-EAF_bank_Q3,HDRI-EAF_bank_max,HDRI-EAF_netto_emiss_min,HDRI-EAF_netto_emiss_Q1,HDRI-EAF_netto_emiss_mean,HDRI-EAF_netto_emiss_Q3,HDRI-EAF_netto_emiss_max,trader_b_min,trader_b_Q1,trader_b_mean,trader_b_Q3,trader_b_max,trader_g_min,trader_g_Q1,trader_g_mean,trader_g_Q3,trader_g_max,trader_bank_min,trader_bank_Q1,trader_bank_mean,trader_bank_Q3,trader_bank_max,trader_netto_emiss_min,trader_netto_emiss_Q1,trader_netto_emiss_mean,trader_netto_emiss_Q3,trader_netto_emiss_max,BF-BlendNG-BOF_b_min,BF-BlendNG-BOF_b_Q1,BF-BlendNG-BOF_b_mean,BF-BlendNG-BOF_b_Q3,BF-BlendNG-BOF_b_max,BF-BlendNG-BOF_cap,BF-BlendNG-BOF_g_min,BF-BlendNG-BOF_g_Q1,BF-BlendNG-BOF_g_mean,BF-BlendNG-BOF_g_Q3,BF-BlendNG-BOF_g_max,BF-BlendNG-BOF_bank_min,BF-BlendNG-BOF_bank_Q1,BF-BlendNG-BOF_bank_mean,BF-BlendNG-BOF_bank_Q3,BF-BlendNG-BOF_bank_max,BF-BlendNG-BOF_netto_emiss_min,BF-BlendNG-BOF_netto_emiss_Q1,BF-BlendNG-BOF_netto_emiss_mean,BF-BlendNG-BOF_netto_emiss_Q3,BF-BlendNG-BOF_netto_emiss_max,fringe_b_min,fringe_b_Q1,fringe_b_mean,fringe_b_Q3,fringe_b_max,fringe_g_min,fringe_g_Q1,fringe_g_mean,fringe_g_Q3,fringe_g_max,fringe_bank_min,fringe_bank_Q1,fringe_bank_mean,fringe_bank_Q3,fringe_bank_max,fringe_netto_emiss_min,fringe_netto_emiss_Q1,fringe_netto_emiss_mean,fringe_netto_emiss_Q3,fringe_netto_emiss_max
2045,115.246,298.8084,445.50845,548.48995,979.0444,464.2499,761.90935,968.46605,1141.490425,1297.9002,-0.0,0.0,0.0,0.0,197.9564,0.0,0.0,0.0,0.0,0.0,107.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.9564,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.5435,-68.56450000000001,-26.050449999999998,20.427775,49.8195,0.0,0.0,0.0,0.0,0.0,72.1677,137.883425,204.81875,221.66074999999998,567.2754,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,175.3828,0.0,0.0,0.0,0.0,0.0,107.006,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,175.3828,-168.4969,0.080775,74.4074,118.476625,126.4395,0.0,0.0,0.0,0.0,0.0,33.6137,158.7073,178.3368,357.580025,2367.9614,145.9576,195.681175,202.46495,209.23445,213.3572
2046,123.3132,319.725025,476.69399999999996,586.884275,1047.5775,484.1952,781.060625,1026.13425,1224.463375,1300.2054,0.0,0.0,0.0,0.0,197.9568,0.0,0.0,0.0,0.0,0.0,107.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.9568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-101.0186,-95.98272499999999,-82.7125,-21.109825,-0.0606,0.0,0.0,0.0,0.0,0.0,15.7717,83.09800000000001,120.40075,132.88760000000002,564.6556,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,175.3835,0.0,0.0,0.0,0.0,0.0,107.0064,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,175.3835,-195.3376,3.7362,82.71600000000001,95.97655,101.0279,0.0,0.0,0.0,0.0,0.0,5.5999,89.027075,110.76395,196.7991,2037.9019,84.4098,159.27252499999997,164.8657,166.3482,169.3144
2047,131.9451,342.105725,510.0626,627.966175,1120.9079,505.2856,806.8647,1089.8153000000002,1298.1792500000001,1301.7417,-0.0,0.0,0.0,0.0,197.9573,0.0,0.0,0.0,0.0,0.0,107.0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.9573,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.7848,-69.94775,-66.783,-30.05455,-0.2178,0.0,0.0,0.0,0.0,0.0,0.0,51.085874999999994,60.2603,71.192775,557.1271,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,175.3842,0.0,0.0,0.0,0.0,0.0,107.0069,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,175.3842,-194.0709,16.543300000000002,63.40265,69.76679999999999,75.7957,0.0,0.0,0.0,0.0,0.0,-0.0,39.863425,57.1245,92.39385,1710.544,21.3716,118.05404999999999,123.33695,128.0382,133.287
2048,141.1813,366.05315,545.76695,671.92375,1161.7292,527.5963,855.5785000000001,1158.6542,1303.9966,1303.9966,-0.0,0.0,0.0,0.0,197.9578,0.0,0.0,0.0,0.0,0.0,107.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.9578,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.135,-45.32835,-38.8446,-28.742475,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.483975000000001,18.304000000000002,31.70845,551.2058,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,175.385,0.0,0.0,0.0,0.0,0.0,107.0073,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,175.385,-190.646,23.724400000000003,38.49555,43.485875,50.7226,0.0,0.0,0.0,0.0,0.0,-0.0,8.39315,18.171,39.794225,1408.7628,0.0,70.39012500000001,82.3184,91.671,111.1353
2049,151.064,391.67689999999993,583.97065,718.9584500000001,1184.9637,551.2076,906.9908250000001,1238.4876,1308.3654,1308.3654,-0.0,0.0,-0.0,0.0,197.9583,0.0,0.0,0.0,0.0,0.0,107.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.9583,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82.7174,-21.98055,-17.10895,-12.483975000000001,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.576,537.7552,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,175.3859,0.0,0.0,0.0,0.0,0.0,107.0078,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,175.3859,-182.7514,10.791324999999999,16.8874,21.397925,38.7844,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,13.38955,1137.5643,0.0,20.87715,37.71025,56.126025,88.4471
2050,161.6385,419.094275,619.69915,746.9727499999999,1208.663,576.2052,959.483275,1299.8429999999998,1312.8215,1312.8215,-0.0,0.0,-0.0,0.0,197.9588,0.0,0.0,0.0,0.0,0.0,107.0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.9588,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107.682,-3.576,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.6019,0.0,0.0,0.0,0.0,0.0,-0.0001,-0.0001,-0.0,0.0,175.3867,0.0,0.0,0.0,0.0,0.0,107.0084,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,175.3868,-175.0771,0.0,0.0,0.180225,20.9574,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,897.2777,0.0,0.0,0.0,19.26795,65.2095
2051,172.9532,444.909225,632.0931,761.91225,1232.8363,602.681,1005.5157250000001,1317.19205,1317.3668,1317.3668,-0.0,0.0,0.0,0.0,197.9595,0.0,0.0,0.0,0.0,0.0,107.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.9595,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.1629,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.439,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,175.3763,0.0,0.0,0.0,0.0,0.0,107.002,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,175.3763,-162.0861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,693.7825,0.0,0.0,0.0,0.0,41.4092
2052,185.0599,469.2568,644.735,777.1504500000001,1257.493,630.7328,1036.8478249999998,1322.003,1322.003,1322.003,-0.0,0.0,0.0,0.0,197.9598,0.0,0.0,0.0,0.0,0.0,107.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.9598,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60.1193,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.3196,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,175.3765,0.0,0.0,0.0,0.0,0.0,107.0021,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,175.3765,-146.8966,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,529.8534,0.0,0.0,0.0,0.0,17.0325
2053,198.0141,480.4689,657.6297,792.6935,1282.6429,660.4655,1060.492625,1326.7319,1326.7319,1326.732,-0.0,0.0,0.0,0.0,197.9609,0.0,0.0,0.0,0.0,0.0,107.0059,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,197.9609,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-81.1188,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.2009,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,175.3767,0.0,0.0,0.0,0.0,0.0,107.0023,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,175.3767,-130.7696,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,399.0839,0.0,0.0,0.0,0.0,0.0
2054,211.8739,490.910025,670.7823000000001,808.547375,1308.2957,691.9827,1083.079375,1334.0537,1334.0537,1334.0537,-0.0,0.0,0.0,0.0,197.9151,0.0,0.0,0.0,0.0,0.0,106.9811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.9151,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85.5799,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.621,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,175.377,0.0,0.0,0.0,0.0,0.0,107.0024,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,175.377,-113.5722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,285.5116,0.0,0.0,0.0,0.0,0.0
2055,226.7028,500.74845000000005,684.19795,824.7183,1334.4616,724.0792,1105.274325,1341.8731,1341.8731,1341.8731,-0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84.4052,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.4656,0.0,0.0,0.0,0.0,0.0,-0.0001,0.0,0.0,0.0,175.3773,0.0,0.0,0.0,0.0,0.0,107.0026,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,175.3772,-98.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,193.5512,0.0,0.0,0.0,0.0,0.0
2056,242.5753,508.79485,697.8819,841.212675,1361.1509,757.1624,1126.08875,1346.7524,1346.7524,1346.7524,-0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.3103,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.1553,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,175.3848,0.0,0.0,0.0,0.0,0.0,107.007,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,175.3845,-95.4499,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,98.1013,0.0,0.0,0.0,0.0,0.0
2057,259.5556,517.1732,711.83955,858.0369000000001,1388.3739,792.185,1147.5673000000002,1351.7292,1351.7292,1351.7292,-0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.1553,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,175.3853,0.0,0.0,0.0,0.0,0.0,107.0079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.386,-98.1013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2058,215.3505,503.06477500000005,726.0763,875.1976500000001,1416.1414,1356.8056,1356.8056,1356.8056,1356.8056,1356.8056,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,107.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
