Y,λ_ets_scenario_1,λ_product_scenario_1,BF-BOF_b,BF-BOF_cap,BF-BOF_g,BF-BOF_bank,BF-BOF_netto_emiss,BF-BlendH2-BOF_b,BF-BlendH2-BOF_cap,BF-BlendH2-BOF_g,BF-BlendH2-BOF_bank,BF-BlendH2-BOF_netto_emiss,HDRI-EAF_b,HDRI-EAF_cap,HDRI-EAF_g,HDRI-EAF_bank,HDRI-EAF_netto_emiss,BF-BlendNG-BOF_b,BF-BlendNG-BOF_cap,BF-BlendNG-BOF_g,BF-BlendNG-BOF_bank,BF-BlendNG-BOF_netto_emiss,fringe_b,fringe_g,fringe_bank,fringe_netto_emiss
2024,120.6694,388.5793,81.2597,0.0,43.9242,0.0,81.2597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.8298,0.0,63.0653,11.4658,103.3641,1189.9071,0.0,238.4049,951.5022
2025,129.0566,406.6913,31.7294,0.0,17.151,0.0,31.7294,0.0,0.0,0.0,0.0,0.0,0.0,104.9199,0.0,0.0,0.0,144.5415,0.0,89.8463,8.7492,147.2581,1090.5208,0.0,403.7686,925.1571
2026,138.3424,425.2219,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0544,0.0,106.9364,0.5348,175.2687,1040.1491,0.0,547.0464,896.8713
2027,148.0956,445.3143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.7984,0.0,106.9757,0.0,175.3332,972.8061,0.0,651.1825,868.67
2028,158.3631,466.0701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.3562,0.0,106.7565,0.3823,174.9739,911.3146,0.0,722.0388,840.4583
2029,169.5246,488.613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0695,0.0,106.918,0.2132,175.2386,850.6202,0.0,761.7698,810.8892
2030,181.4819,512.6753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.1377,0.0,106.9865,0.0,175.3509,789.5268,0.0,770.7455,780.5511
2031,194.1753,537.7616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.4795,0.0,107.065,0.0,175.4795,728.1375,0.0,749.0584,749.8246
2032,207.3944,562.8929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0752,0.0,0.0,6.4566,0.0,3.9393,0.0,6.4566,836.1888,0.0,865.7074,719.5398
2033,222.1317,576.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0801,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781.6468,0.0,960.7112,686.643
