Y,λ_ets_min,λ_ets_Q1,λ_ets_mean,λ_ets_Q3,λ_ets_max,λ_product_min,λ_product_Q1,λ_product_mean,λ_product_Q3,λ_product_max,BF-BOF_b_min,BF-BOF_b_Q1,BF-BOF_b_mean,BF-BOF_b_Q3,BF-BOF_b_max,BF-BOF_cap,BF-BOF_g_min,BF-BOF_g_Q1,BF-BOF_g_mean,BF-BOF_g_Q3,BF-BOF_g_max,BF-BOF_bank_min,BF-BOF_bank_Q1,BF-BOF_bank_mean,BF-BOF_bank_Q3,BF-BOF_bank_max,BF-BOF_netto_emiss_min,BF-BOF_netto_emiss_Q1,BF-BOF_netto_emiss_mean,BF-BOF_netto_emiss_Q3,BF-BOF_netto_emiss_max,BF-BlendH2-BOF_b_min,BF-BlendH2-BOF_b_Q1,BF-BlendH2-BOF_b_mean,BF-BlendH2-BOF_b_Q3,BF-BlendH2-BOF_b_max,BF-BlendH2-BOF_cap,BF-BlendH2-BOF_g_min,BF-BlendH2-BOF_g_Q1,BF-BlendH2-BOF_g_mean,BF-BlendH2-BOF_g_Q3,BF-BlendH2-BOF_g_max,BF-BlendH2-BOF_bank_min,BF-BlendH2-BOF_bank_Q1,BF-BlendH2-BOF_bank_mean,BF-BlendH2-BOF_bank_Q3,BF-BlendH2-BOF_bank_max,BF-BlendH2-BOF_netto_emiss_min,BF-BlendH2-BOF_netto_emiss_Q1,BF-BlendH2-BOF_netto_emiss_mean,BF-BlendH2-BOF_netto_emiss_Q3,BF-BlendH2-BOF_netto_emiss_max,HDRI-EAF_b_min,HDRI-EAF_b_Q1,HDRI-EAF_b_mean,HDRI-EAF_b_Q3,HDRI-EAF_b_max,HDRI-EAF_cap,HDRI-EAF_g_min,HDRI-EAF_g_Q1,HDRI-EAF_g_mean,HDRI-EAF_g_Q3,HDRI-EAF_g_max,HDRI-EAF_bank_min,HDRI-EAF_bank_Q1,HDRI-EAF_bank_mean,HDRI-EAF_bank_Q3,HDRI-EAF_bank_max,HDRI-EAF_netto_emiss_min,HDRI-EAF_netto_emiss_Q1,HDRI-EAF_netto_emiss_mean,HDRI-EAF_netto_emiss_Q3,HDRI-EAF_netto_emiss_max,trader_b_min,trader_b_Q1,trader_b_mean,trader_b_Q3,trader_b_max,trader_g_min,trader_g_Q1,trader_g_mean,trader_g_Q3,trader_g_max,trader_bank_min,trader_bank_Q1,trader_bank_mean,trader_bank_Q3,trader_bank_max,trader_netto_emiss_min,trader_netto_emiss_Q1,trader_netto_emiss_mean,trader_netto_emiss_Q3,trader_netto_emiss_max,BF-BlendNG-BOF_b_min,BF-BlendNG-BOF_b_Q1,BF-BlendNG-BOF_b_mean,BF-BlendNG-BOF_b_Q3,BF-BlendNG-BOF_b_max,BF-BlendNG-BOF_cap,BF-BlendNG-BOF_g_min,BF-BlendNG-BOF_g_Q1,BF-BlendNG-BOF_g_mean,BF-BlendNG-BOF_g_Q3,BF-BlendNG-BOF_g_max,BF-BlendNG-BOF_bank_min,BF-BlendNG-BOF_bank_Q1,BF-BlendNG-BOF_bank_mean,BF-BlendNG-BOF_bank_Q3,BF-BlendNG-BOF_bank_max,BF-BlendNG-BOF_netto_emiss_min,BF-BlendNG-BOF_netto_emiss_Q1,BF-BlendNG-BOF_netto_emiss_mean,BF-BlendNG-BOF_netto_emiss_Q3,BF-BlendNG-BOF_netto_emiss_max,fringe_b_min,fringe_b_Q1,fringe_b_mean,fringe_b_Q3,fringe_b_max,fringe_e_min,fringe_e_Q1,fringe_e_mean,fringe_e_Q3,fringe_e_max,fringe_g_min,fringe_g_Q1,fringe_g_mean,fringe_g_Q3,fringe_g_max,fringe_π_MAC_min,fringe_π_MAC_Q1,fringe_π_MAC_mean,fringe_π_MAC_Q3,fringe_π_MAC_max,fringe_bank_min,fringe_bank_Q1,fringe_bank_mean,fringe_bank_Q3,fringe_bank_max,fringe_netto_emiss_min,fringe_netto_emiss_Q1,fringe_netto_emiss_mean,fringe_netto_emiss_Q3,fringe_netto_emiss_max
2024,27.6442,77.51615000000001,100.17255,127.0773,235.9719,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-119.0407,91.7308,188.2886,296.03405,623.5823,0.0,0.0,0.0,0.0,0.0,992.6959,1203.467375,1300.0251,1407.7705500000002,1735.3189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762.4746,1089.96375,1197.7100500000001,1294.268575,1505.0415,762.4746,1089.96375,1197.7100500000001,1294.268575,1505.0415,0.0,0.0,0.0,0.0,0.0,1321.0444,10399.598600000001,17366.95375,27950.935224999997,96370.1504,0.0,0.0,0.0,0.0,0.0,762.4746,1089.96375,1197.7100500000001,1294.268575,1505.0415
2025,29.6561,82.94035,107.1828,135.97105,252.4891,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-177.0619,5.4747,95.05635000000001,196.927725,511.8404,0.0,0.0,0.0,0.0,0.0,815.634,1208.942075,1395.0815,1604.6981999999998,2247.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754.9808,1069.8749750000002,1171.74725,1261.3296,1443.8672,754.9808,1069.8749750000002,1171.74725,1261.3296,1443.8672,0.0,0.0,0.0,0.0,0.0,1422.078,11126.97705,18581.90005,29906.663999999997,103115.2734,0.0,0.0,0.0,0.0,0.0,754.9808,1069.8749750000002,1171.74725,1261.3296,1443.8672
2026,31.7528,88.74539999999999,114.68504999999999,145.48872500000002,270.164,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-171.1975,-18.872625,63.24465,158.82995,460.0085,0.0,0.0,0.0,0.0,0.0,644.4365,1190.069425,1458.3262,1763.5281499999999,2707.1677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.2041,1048.3750499999999,1143.96115,1226.079125,1378.4046,747.2041,1048.3750499999999,1143.96115,1226.079125,1378.4046,0.0,0.0,0.0,0.0,0.0,1523.9388,11905.629325000002,19882.434,31999.983500000002,110333.9037,0.0,0.0,0.0,0.0,0.0,747.2041,1048.3750499999999,1143.96115,1226.079125,1378.4046
2027,33.986,94.956975,122.71260000000001,155.672725,289.0761,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.7504,-40.75205,33.37820000000001,122.237475,408.682,0.0,0.0,0.0,0.0,0.0,483.6861,1149.317375,1491.70435,1885.765625,3115.8497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.927,1025.369825,1114.2299,1188.3606499999999,1308.3592,738.927,1025.369825,1114.2299,1188.3606499999999,1308.3592,0.0,0.0,0.0,0.0,0.0,1631.7892,12738.813,21274.021849999997,34239.87995,118057.9209,0.0,0.0,0.0,0.0,0.0,738.927,1025.369825,1114.2299,1188.3606499999999,1308.3592
2028,36.3698,101.603275,131.30205,166.56967500000002,309.3122,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-146.786,-61.376975,4.207,85.86962499999998,356.5272,0.0,0.0,0.0,0.0,0.0,336.9001,1087.9404250000002,1495.91135,1971.63525,3472.3769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0951,1000.753975,1082.4173500000002,1148.0017249999999,1233.4104,730.0951,1000.753975,1082.4173500000002,1148.0017249999999,1233.4104,0.0,0.0,0.0,0.0,0.0,1746.5533,13630.336725,22763.033000000003,36636.598975,126322.6747,0.0,0.0,0.0,0.0,0.0,730.0951,1000.753975,1082.4173500000002,1148.0017249999999,1233.4104
2029,38.9174,108.715,140.49285,178.229575,330.9649,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-130.6614,-79.17642500000001,-22.737000000000002,51.22515,304.9786,0.0,0.0,0.0,0.0,0.0,209.3253,1008.763975,1473.17435,2022.860475,3777.3555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.6586,974.414775,1048.3775,1104.8172250000002,1156.3017,720.6586,974.414775,1048.3775,1104.8172250000002,1156.3017,0.0,0.0,0.0,0.0,0.0,1868.9982,14584.28695,24356.31085,39201.13395,135166.0459,0.0,0.0,0.0,0.0,0.0,720.6586,974.414775,1048.3775,1104.8172250000002,1156.3017
2030,41.6417,116.32452500000001,150.32715,190.70565,354.1333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120.7958,-93.952625,-47.2978,18.424599999999998,254.0846,0.0,0.0,0.0,0.0,0.0,106.5756,914.81135,1425.87655,2041.285075,4031.4401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.5684,946.2316,1011.9545499999999,1058.60945,1085.4522,710.5684,946.2316,1011.9545499999999,1058.60945,1085.4522,0.0,0.0,0.0,0.0,0.0,1999.8347,15605.025275,26061.154199999997,41945.232,144628.5379,0.0,0.0,0.0,0.0,0.0,710.5684,946.2316,1011.9545499999999,1058.60945,1085.4522
2031,44.556,124.466775,160.84985,204.05519999999999,378.9237,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-116.5117,-98.025275,-69.30865,-12.4028,203.8943,0.0,0.0,0.0,0.0,0.0,34.658,809.31745,1356.56785,2028.8823,4235.3344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.7748,916.0753,972.98155,1001.6978,1020.1843,699.7748,916.0753,972.98155,1001.6978,1020.1843,0.0,0.0,0.0,0.0,0.0,2139.7566,16697.243199999997,27885.372499999998,44881.462525,154753.4891,0.0,0.0,0.0,0.0,0.0,699.7748,916.0753,972.98155,1001.6978,1020.1843
2032,47.6741,133.179125,172.10930000000002,218.33919999999998,405.4494,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115.8645,-104.026675,-78.41935,-36.203175,154.4588,0.0,0.0,0.0,0.0,0.0,0.0,695.7435,1267.9767000000002,1987.763425,4389.7932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.2266,878.889925,921.10745,946.7149,958.5532,688.2266,878.889925,921.10745,946.7149,958.5532,0.0,0.0,0.0,0.0,0.0,2289.4478,17865.94415,29837.322050000002,48023.27485,165587.2716,0.0,0.0,0.0,0.0,0.0,688.2266,878.889925,921.10745,946.7149,958.5532
2033,51.0104,142.50142499999998,184.15695,233.6233,431.2728,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-118.1324,-112.38140000000001,-91.6906,-48.9957,105.8316,0.0,0.0,0.0,0.0,0.0,0.0,577.7932000000001,1163.0226499999999,1920.1875,4495.6249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.8701,830.6999000000001,873.3956499999999,894.08585,899.837,675.8701,830.6999000000001,873.3956499999999,894.08585,899.837,0.0,0.0,0.0,0.0,0.0,2449.6137,19116.48205,31925.94405,51385.059675,175094.5759,0.0,0.0,0.0,0.0,0.0,675.8701,830.6999000000001,873.3956499999999,894.08585,899.837
