Y,λ_ets_min,λ_ets_Q1,λ_ets_mean,λ_ets_Q3,λ_ets_max,λ_product_min,λ_product_Q1,λ_product_mean,λ_product_Q3,λ_product_max,BF-BOF_b_min,BF-BOF_b_Q1,BF-BOF_b_mean,BF-BOF_b_Q3,BF-BOF_b_max,BF-BOF_cap,BF-BOF_g_min,BF-BOF_g_Q1,BF-BOF_g_mean,BF-BOF_g_Q3,BF-BOF_g_max,BF-BOF_bank_min,BF-BOF_bank_Q1,BF-BOF_bank_mean,BF-BOF_bank_Q3,BF-BOF_bank_max,BF-BOF_netto_emiss_min,BF-BOF_netto_emiss_Q1,BF-BOF_netto_emiss_mean,BF-BOF_netto_emiss_Q3,BF-BOF_netto_emiss_max,BF-BlendH2-BOF_b_min,BF-BlendH2-BOF_b_Q1,BF-BlendH2-BOF_b_mean,BF-BlendH2-BOF_b_Q3,BF-BlendH2-BOF_b_max,BF-BlendH2-BOF_cap,BF-BlendH2-BOF_g_min,BF-BlendH2-BOF_g_Q1,BF-BlendH2-BOF_g_mean,BF-BlendH2-BOF_g_Q3,BF-BlendH2-BOF_g_max,BF-BlendH2-BOF_bank_min,BF-BlendH2-BOF_bank_Q1,BF-BlendH2-BOF_bank_mean,BF-BlendH2-BOF_bank_Q3,BF-BlendH2-BOF_bank_max,BF-BlendH2-BOF_netto_emiss_min,BF-BlendH2-BOF_netto_emiss_Q1,BF-BlendH2-BOF_netto_emiss_mean,BF-BlendH2-BOF_netto_emiss_Q3,BF-BlendH2-BOF_netto_emiss_max,HDRI-EAF_b_min,HDRI-EAF_b_Q1,HDRI-EAF_b_mean,HDRI-EAF_b_Q3,HDRI-EAF_b_max,HDRI-EAF_cap,HDRI-EAF_g_min,HDRI-EAF_g_Q1,HDRI-EAF_g_mean,HDRI-EAF_g_Q3,HDRI-EAF_g_max,HDRI-EAF_bank_min,HDRI-EAF_bank_Q1,HDRI-EAF_bank_mean,HDRI-EAF_bank_Q3,HDRI-EAF_bank_max,HDRI-EAF_netto_emiss_min,HDRI-EAF_netto_emiss_Q1,HDRI-EAF_netto_emiss_mean,HDRI-EAF_netto_emiss_Q3,HDRI-EAF_netto_emiss_max,BF-BlendNG-BOF_b_min,BF-BlendNG-BOF_b_Q1,BF-BlendNG-BOF_b_mean,BF-BlendNG-BOF_b_Q3,BF-BlendNG-BOF_b_max,BF-BlendNG-BOF_cap,BF-BlendNG-BOF_g_min,BF-BlendNG-BOF_g_Q1,BF-BlendNG-BOF_g_mean,BF-BlendNG-BOF_g_Q3,BF-BlendNG-BOF_g_max,BF-BlendNG-BOF_bank_min,BF-BlendNG-BOF_bank_Q1,BF-BlendNG-BOF_bank_mean,BF-BlendNG-BOF_bank_Q3,BF-BlendNG-BOF_bank_max,BF-BlendNG-BOF_netto_emiss_min,BF-BlendNG-BOF_netto_emiss_Q1,BF-BlendNG-BOF_netto_emiss_mean,BF-BlendNG-BOF_netto_emiss_Q3,BF-BlendNG-BOF_netto_emiss_max,fringe_b_min,fringe_b_Q1,fringe_b_mean,fringe_b_Q3,fringe_b_max,fringe_g_min,fringe_g_Q1,fringe_g_mean,fringe_g_Q3,fringe_g_max,fringe_bank_min,fringe_bank_Q1,fringe_bank_mean,fringe_bank_Q3,fringe_bank_max,fringe_netto_emiss_min,fringe_netto_emiss_Q1,fringe_netto_emiss_mean,fringe_netto_emiss_Q3,fringe_netto_emiss_max
2024,57.0904,82.15755,101.6092,127.491325,174.7815,271.2318,317.60900000000004,353.56085,399.7704,477.2723,0.0,19.075975,198.6282,201.24294999999998,216.9512,0.0,0.0,10.3065,106.98705000000001,106.99844999999999,107.0337,0.0,2.5e-5,0.6631,3.310375,19.3123,0.0,19.06705,197.92605,197.947125,198.0123,0.0,0.0,0.0,1.94995,8.0702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94995,8.0702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94995,8.0702,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94995,8.0702,0.0,0.0,0.0,0.0,0.0,0.0,0.34965,4.98545,159.680375,175.3754,0.0,0.0,0.0,0.0,96.6916,107.0014,0.0,0.0,0.16205,4.182225,25.7632,0.0,0.0,0.0,158.4775,175.3754,1162.6919,1171.97845,1182.7671,1207.23595,1210.636,0.0,0.0,0.0,0.0,0.0,149.1376,248.23194999999998,314.0908,385.8918,480.5505,682.7827,794.6729499999999,868.67625,946.901725,1061.4885
2025,61.1323,87.9743,108.77260000000001,136.43762500000003,187.017,282.0419,331.711975,370.2164,418.26054999999997,501.1442,-0.0351,0.0,195.0777,197.23170000000002,198.1186,0.0,0.0,0.0,107.27799999999999,107.532375,110.9075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.46435000000002,198.934825,205.1788,-8.0702,-1.94995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0494,-1.94995,-0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0208,0.0,0.0,0.0,0.0,0.0,-8.0681,-1.9499750000000002,-0.00375,175.008175,175.565,0.0,0.0,0.0,0.0,106.99812499999999,109.0682,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,175.37,178.7627,853.5512,867.3338999999999,886.6767500000001,906.8375500000001,1114.7489,0.0,0.0,0.0,0.0,0.0,480.3108,1126.6472250000002,1183.8164000000002,1280.6967,1426.7227,0.0,0.0,0.0,0.0,885.6136
2026,65.456,94.099875,116.35464999999999,145.97715,200.1078,293.4089,346.411875,387.56305,437.77085,519.6112,-0.0,0.0,191.96845000000002,197.99804999999998,198.9959,0.0,0.0,0.0,103.76675,107.02600000000001,107.5653,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,191.96845000000002,197.99804999999998,198.9958,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0208,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021,0.0,-0.0,175.36677500000002,181.0855,0.0,0.0,0.0,0.0,106.9962,110.4854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.36677500000002,181.0856,780.4344,814.089025,826.4205999999999,838.0805250000001,1031.8616,0.0,0.0,0.0,0.0,0.0,653.2604,1953.950725,2012.3264,2117.8147500000005,2264.1895,0.0,0.0,0.0,0.0,858.912
2027,70.0075,100.686075,124.5117,156.195825,214.1154,305.3153,362.04115,406.35135,458.49005,542.4832,-0.0,0.0,163.64100000000002,197.88625,199.8126,0.0,0.0,0.0,88.45465,106.96555,108.0068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.64105,197.88625,199.8126,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,175.24032499999998,176.0472,0.0,0.0,0.0,0.0,106.91907499999999,107.4113,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,175.24032499999998,176.0472,706.9233,745.7986999999999,760.1259500000001,777.14935,972.2341,0.0,0.0,0.0,0.0,0.0,793.9082,2698.4755,2766.5876,2883.8179,3042.9773,0.0,0.0,0.0,0.0,831.5863
2028,74.892,107.733875,133.23495,167.12955,229.1034,317.8299,378.5944,425.0036,480.460275,553.1817,-0.0,0.0,0.0,197.91582499999998,198.3774,0.0,0.0,0.0,0.0,106.98155,107.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.91582499999998,198.3774,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,175.37320000000003,183.4896,0.0,0.0,0.0,0.0,107.00007500000001,111.9523,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,175.37320000000003,183.4899,655.7072,674.301975,691.5919,711.71285,911.25,0.0,0.0,0.0,0.0,0.0,901.5586,3394.155625,3482.53515,3581.2862750000004,3758.6918,0.0,0.0,0.0,0.0,803.5996
2029,80.1376,115.27507499999999,142.5596,178.82865,245.1407,331.1275,396.13109999999995,444.2943,503.76565,564.5412,-0.0,0.0,0.0,197.953,198.4689,0.0,0.0,0.0,0.0,107.001625,107.2805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.953,198.4689,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,175.37279999999998,175.7718,0.0,0.0,0.0,0.0,106.99985,107.2434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.37279999999998,175.7719,576.8381,600.2176499999999,617.52405,638.95995,850.2659,0.0,0.0,0.0,0.0,0.0,976.8892,4006.276475,4128.17925,4204.5003,4399.6207,0.0,0.0,0.0,0.0,774.9353
2030,85.747,123.33445,152.5272,191.346575,262.3005,345.1616,414.674,464.87165,528.495975,597.3638,-0.0,0.0,0.0,196.75915,198.2098,0.0,0.0,0.0,0.0,106.356325,107.1404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.75915,198.2098,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,25.5847,175.373375,175.7933,0.0,0.0,0.0,15.6099,107.0002,107.2564,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,25.58465,175.373375,175.7933,500.2283,524.0258249999999,547.5799,566.979075,789.2819,0.0,0.0,0.0,0.0,0.0,1020.5943,4537.72315,4679.6655,4828.704099999999,4972.2934,0.0,0.0,0.0,0.0,745.5767
2031,91.7492,131.951675,163.20415,204.7409,280.6616,359.9961,434.452,486.6689,554.7468,631.612,0.0,0.0,0.0,197.80432499999998,200.2734,0.0,0.0,0.0,0.0,106.92122499999999,108.2559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.80432499999998,200.2734,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,175.38035000000002,176.5208,0.0,0.0,0.0,0.0,107.00447499999999,107.7003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.38035000000002,176.5208,422.743,449.51237499999996,474.40135,533.3425,728.2978,0.0,0.0,0.0,0.0,0.0,1033.3848,4988.33265,5153.9937,5307.8805999999995,5519.3654,0.0,0.0,0.0,0.0,715.5073
2032,98.1715,141.22920000000002,174.62845,219.072725,300.3079,375.6823,455.11002499999995,509.7769,578.771675,668.0765,0.0,0.0,0.0,52.977599999999995,197.9507,0.0,0.0,0.0,0.0,28.636575,107.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.977599999999995,197.9507,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.25,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,104.3768,175.38655,175.7574,0.0,0.0,0.0,63.6832,107.0083,107.2345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.3768,175.38655,175.7574,348.3629,385.12105,403.3691,464.33504999999997,667.3137,0.0,0.0,0.0,0.0,0.0,1015.9889,5391.268875,5577.2164,5717.440274999999,5980.4915,0.0,0.0,0.0,0.0,684.7096
2033,105.0437,151.115525,186.85250000000002,234.407825,321.3294,392.2773,475.722375,534.2833,596.811075,706.8914,-0.0,0.0,0.0,0.0,197.9553,0.0,0.0,0.0,0.0,0.0,107.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.9553,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.25,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.25415,175.444375,177.5065,0.0,0.0,0.0,106.92750000000001,107.04352499999999,108.3017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.25415,175.444375,177.5065,265.0555,305.38575,324.57015,376.86627500000003,606.3296,0.0,0.0,0.0,0.0,0.0,969.1524,5714.916475,5926.5324,6094.18925,6353.9242,0.0,0.0,0.0,0.0,653.1661
